,Буллиты,Дата,Команда_1,Команда_2,Номер,Овертайм,Период_1,Период_2,Период_3
346,:,2017-10-27,Витязь,Локомотив,348,:,0:1,1:3,1:0
347,:,2017-10-27,Йокерит,Динамо Мн,349,:,2:0,0:0,0:0
348,:,2017-10-27,Северсталь,Барыс,350,1:0,0:1,3:1,0:1
349,:,2017-10-27,Спартак,ХК Динамо М,351,:,0:0,1:0,1:0
350,:,2017-10-27,Слован,СКА,352,:,0:2,0:2,0:1
351,:,2017-10-28,ХК Сочи,Металлург Мг,353,:,1:0,1:3,2:0
352,:,2017-10-29,Адмирал,Ак Барс,354,:,0:0,0:1,0:1
353,:,2017-10-29,Амур,Нефтехимик,355,1:0,1:1,2:2,1:1
354,:,2017-10-29,Трактор,Лада,356,:,0:0,2:1,1:1
355,:,2017-10-29,Северсталь,Сибирь,357,:,0:2,0:0,1:0
356,:,2017-10-29,Динамо Р,Динамо Мн,358,0:1,0:0,1:1,0:0
357,:,2017-10-30,Авангард,ЦСКА,359,0:1,0:0,0:0,1:1
358,:,2017-10-30,Барыс,Йокерит,360,:,1:0,1:0,2:0
359,:,2017-10-30,Югра,Витязь,361,:,0:1,1:0,3:0
360,:,2017-10-31,Адмирал,Салават Юлаев,362,:,0:0,3:0,2:1
361,:,2017-10-31,Амур,Ак Барс,363,:,0:1,3:0,0:0
362,:,2017-10-31,Куньлунь РС,Нефтехимик,364,:,0:0,0:0,2:0
363,:,2017-10-31,Автомобилист,Лада,365,:,2:1,1:1,3:2
364,:,2017-10-31,Локомотив,Северсталь,366,:,0:0,0:1,0:0
365,1:0,2017-10-31,Динамо Мн,Спартак,367,0:0,0:1,3:2,1:1
366,:,2017-10-31,СКА,Динамо Р,368,:,1:1,1:0,1:1
367,0:1,2017-10-31,ХК Динамо М,Торпедо,369,0:0,0:0,0:0,0:0
368,:,2017-11-01,Сибирь,Йокерит,370,:,1:0,1:1,0:0
369,0:1,2017-11-01,Авангард,Витязь,371,0:0,0:1,1:1,1:0
370,:,2017-11-01,Барыс,Слован,372,:,1:2,2:0,2:0
371,:,2017-11-01,Югра,ЦСКА,373,:,0:1,0:3,0:1
372,:,2017-11-02,Адмирал,ХК Сочи,374,:,2:0,1:0,1:0
373,:,2017-11-02,Куньлунь РС,Салават Юлаев,375,:,0:1,1:1,1:1
374,:,2017-11-02,Автомобилист,Трактор,376,0:1,1:2,1:0,0:0
375,:,2017-11-02,Металлург Мг,Лада,377,:,0:1,1:2,0:0
376,:,2017-11-02,Локомотив,Торпедо,378,:,0:1,4:0,0:0
377,:,2017-11-02,СКА,Спартак,379,:,0:0,1:1,0:2
378,1:0,2017-11-02,ХК Динамо М,Динамо Р,380,0:0,0:0,0:0,1:1
379,:,2017-11-03,Сибирь,ЦСКА,381,:,0:2,0:1,1:2
380,:,2017-11-03,Авангард,Йокерит,382,:,0:1,1:2,0:0
381,:,2017-11-03,Барыс,Витязь,383,1:0,1:1,1:0,0:1
382,:,2017-11-03,Югра,Слован,384,:,0:1,0:1,2:2
383,:,2017-11-04,Амур,Салават Юлаев,385,:,0:0,1:0,2:1
384,:,2017-11-04,Куньлунь РС,ХК Сочи,386,:,0:1,1:2,2:1
385,:,2017-11-04,Автомобилист,Металлург Мг,387,0:1,1:0,1:2,0:0
386,:,2017-11-04,Локомотив,Динамо Р,388,:,0:1,0:2,0:1
387,:,2017-11-04,Нефтехимик,Трактор,389,:,0:2,4:1,0:0
388,:,2017-11-04,Динамо Мн,Северсталь,390,:,0:1,0:0,1:1
389,1:0,2017-11-04,СКА,Торпедо,391,0:0,2:1,1:1,1:2
390,0:1,2017-11-04,ХК Динамо М,Спартак,392,0:0,0:0,0:1,1:0
391,:,2017-11-05,Авангард,Слован,393,:,1:0,1:1,3:0
392,:,2017-11-05,Барыс,ЦСКА,394,:,0:1,4:0,1:2
393,:,2017-11-05,Югра,Йокерит,395,:,0:3,0:0,0:0
394,:,2017-11-06,Амур,ХК Сочи,396,:,0:0,2:0,0:0
395,:,2017-11-06,Ак Барс,Торпедо,397,:,0:0,1:2,0:0
396,:,2017-11-06,ХК Динамо М,Северсталь,399,:,0:1,0:0,0:0
397,:,2017-11-07,Сибирь,Слован,400,:,1:0,1:0,1:1
398,:,2017-11-13,Нефтехимик,Сибирь,401,:,4:0,0:1,0:0
399,:,2017-11-13,Витязь,ХК Сочи,402,:,1:1,1:0,0:3
400,:,2017-11-13,Динамо Мн,Ак Барс,403,:,0:0,2:1,2:0
401,:,2017-11-13,Слован,Салават Юлаев,404,:,1:0,0:0,2:2
402,:,2017-11-14,Адмирал,СКА,405,:,0:0,0:1,0:1
403,0:1,2017-11-14,Куньлунь РС,ХК Динамо М,406,0:0,0:1,0:0,1:0
404,:,2017-11-14,Торпедо,Автомобилист,407,:,1:0,1:2,0:2
405,:,2017-11-14,Северсталь,Трактор,408,:,1:0,0:1,2:1
406,1:0,2017-11-14,Спартак,Металлург Мг,409,0:0,0:1,2:1,0:0
407,1:0,2017-11-14,Динамо Р,Лада,410,0:0,0:1,1:0,0:0
408,0:1,2017-11-15,Барыс,Авангард,411,0:0,0:0,0:0,1:1
409,:,2017-11-15,Югра,Сибирь,412,0:1,0:0,1:0,0:1
410,1:0,2017-11-15,Локомотив,ХК Сочи,413,0:0,1:1,1:0,0:1
411,:,2017-11-15,Витязь,Ак Барс,414,:,0:2,1:0,0:2
412,:,2017-11-15,Йокерит,Нефтехимик,415,:,1:2,4:0,1:1
413,:,2017-11-15,ЦСКА,Салават Юлаев,416,:,0:0,1:0,2:0
414,:,2017-11-16,Адмирал,ХК Динамо М,417,:,0:3,2:1,2:1
415,:,2017-11-16,Амур,СКА,418,:,1:1,0:1,1:1
416,:,2017-11-16,Куньлунь РС,Динамо Мн,419,:,0:0,0:2,0:0
417,:,2017-11-16,Торпедо,Трактор,420,:,0:2,1:1,0:1
418,:,2017-11-16,Северсталь,Автомобилист,421,:,0:2,0:2,2:1
419,:,2017-11-16,Спартак,Лада,422,:,3:0,0:2,1:0
420,:,2017-11-16,Динамо Р,Металлург Мг,423,:,0:0,0:0,0:3
421,:,2017-11-17,Авангард,Сибирь,424,:,0:0,0:0,1:0
422,:,2017-11-17,Локомотив,Салават Юлаев,425,1:0,0:2,1:0,1:0
423,0:1,2017-11-17,Витязь,Нефтехимик,426,0:0,0:0,1:1,0:0
424,:,2017-11-17,Йокерит,ХК Сочи,427,:,2:1,0:0,0:2
425,:,2017-11-17,ЦСКА,Ак Барс,428,:,2:0,0:0,1:0
426,:,2017-11-18,Адмирал,Динамо Мн,429,:,2:0,1:0,2:0
427,0:1,2017-11-18,Амур,ХК Динамо М,430,0:0,0:0,0:0,1:1
428,:,2017-11-18,Куньлунь РС,СКА,431,:,0:2,1:3,0:3
429,:,2017-11-18,Торпедо,Лада,432,:,1:0,1:1,1:0
430,:,2017-11-18,Северсталь,Металлург Мг,433,:,0:0,0:0,0:1
431,:,2017-11-18,Спартак,Трактор,434,:,1:0,0:0,1:0
432,:,2017-11-19,ХК Сочи,Салават Юлаев,435,:,1:0,0:2,0:1
433,1:0,2017-11-19,ЦСКА,Нефтехимик,436,0:0,0:2,1:0,1:0
434,1:0,2017-11-19,Динамо Р,Автомобилист,437,0:0,1:1,1:0,0:1
435,:,2017-11-20,Адмирал,Локомотив,438,:,0:0,0:1,0:1
436,:,2017-11-20,Амур,Динамо Мн,439,1:0,0:0,2:0,0:2
437,:,2017-11-20,Сибирь,Барыс,440,:,0:0,2:0,2:0
438,0:1,2017-11-20,Ак Барс,Авангард,441,0:0,0:1,2:1,1:1
439,:,2017-11-20,Торпедо,Металлург Мг,442,1:0,0:1,1:0,0:0
440,1:0,2017-11-20,Северсталь,Лада,443,0:0,3:1,1:2,0:1
441,:,2017-11-21,СКА,Югра,444,:,1:0,3:1,0:2
442,:,2017-11-21,Спартак,Автомобилист,445,:,2:1,2:1,1:0
443,:,2017-11-21,Динамо Р,Трактор,446,:,0:0,1:1,0:2
444,:,2017-11-21,Слован,Витязь,447,0:1,3:1,0:2,1:1
445,:,2017-11-22,Нефтехимик,Металлург Мг,398,:,2:1,0:1,3:0
446,:,2017-11-22,Амур,Локомотив,448,:,0:0,2:1,1:0
447,:,2017-11-22,Сибирь,Барыс,449,:,3:2,0:2,3:0
448,:,2017-11-22,Салават Юлаев,Ак Барс,450,:,0:1,0:2,0:2
449,:,2017-11-22,Йокерит,Авангард,451,:,2:0,1:0,0:0
450,:,2017-11-22,ЦСКА,ХК Сочи,452,:,3:1,2:1,1:1
451,:,2017-11-23,ХК Динамо М,Югра,453,:,0:0,1:0,1:0
452,:,2017-11-24,Куньлунь РС,Локомотив,454,:,0:1,1:2,0:1
453,:,2017-11-24,Трактор,Спартак,455,:,1:0,1:0,0:0
454,:,2017-11-24,Автомобилист,Динамо Р,456,0:1,0:2,1:0,1:0
455,:,2017-11-24,Металлург Мг,Торпедо,457,:,0:0,0:1,1:1
456,:,2017-11-24,Лада,Северсталь,458,:,1:1,1:1,1:0
457,:,2017-11-24,Нефтехимик,ХК Сочи,459,:,0:2,1:0,0:1
458,1:0,2017-11-24,Динамо Мн,Авангард,460,0:0,1:0,1:2,0:0
459,:,2017-11-24,Йокерит,Адмирал,461,:,1:0,1:1,1:1
460,:,2017-11-25,Ак Барс,Барыс,462,:,0:0,1:0,1:0
461,:,2017-11-25,Витязь,ХК Динамо М,463,:,1:1,1:0,3:2
462,:,2017-11-25,Слован,Амур,464,:,1:0,2:1,2:1
463,1:0,2017-11-26,Трактор,Северсталь,465,0:0,2:0,0:1,0:1
464,:,2017-11-26,Автомобилист,Торпедо,466,:,0:0,3:0,2:1
465,:,2017-11-26,Металлург Мг,Динамо Р,467,:,3:1,0:1,0:0
466,:,2017-11-26,Лада,Спартак,468,:,0:1,1:2,0:1
467,:,2017-11-26,Динамо Мн,Сибирь,469,:,2:0,0:1,3:0
468,:,2017-11-26,Йокерит,Югра,470,:,0:0,0:0,1:0
469,:,2017-11-26,ЦСКА,Адмирал,471,:,0:1,1:0,2:0
470,:,2017-11-27,Нефтехимик,Салават Юлаев,472,:,0:0,2:1,1:1
471,:,2017-11-27,Витязь,Амур,473,0:1,0:0,1:2,2:1
472,:,2017-11-27,СКА,Барыс,474,:,4:0,0:0,5:1
473,:,2017-11-27,ХК Динамо М,Авангард,475,:,0:0,2:0,0:1
474,:,2017-11-27,ХК Сочи,Ак Барс,476,:,1:0,0:2,0:1
475,:,2017-11-27,Слован,Куньлунь РС,477,1:0,0:0,1:1,0:0
476,1:0,2017-11-28,Трактор,Динамо Р,478,0:0,1:0,0:1,0:0
477,:,2017-11-28,Автомобилист,Спартак,479,:,0:0,1:2,3:0
478,:,2017-11-28,Металлург Мг,Северсталь,480,0:1,0:1,0:0,2:1
479,:,2017-11-28,Лада,Торпедо,481,:,0:0,0:2,0:0
480,:,2017-11-28,Динамо Мн,Югра,482,:,0:0,2:0,0:1
481,:,2017-11-28,Йокерит,Сибирь,483,:,0:0,0:1,2:0
482,:,2017-11-28,Слован,Адмирал,484,:,0:0,0:0,1:0
483,:,2017-11-29,Ак Барс,Салават Юлаев,485,:,0:0,0:1,0:0
484,:,2017-11-29,Локомотив,Барыс,486,:,3:0,2:0,0:0
485,:,2017-11-29,Йокерит,Амур,487,0:1,1:2,2:2,1:0
486,:,2017-11-29,СКА,Авангард,488,:,1:1,2:0,0:1
487,:,2017-11-29,ЦСКА,Куньлунь РС,489,:,2:0,0:1,1:0
488,:,2017-11-30,Трактор,Торпедо,490,:,0:0,1:1,0:1
489,:,2017-11-30,Автомобилист,Северсталь,491,:,1:0,2:0,2:0
490,:,2017-11-30,Металлург Мг,Спартак,492,:,0:1,2:0,1:1
491,1:0,2017-11-30,Лада,Динамо Р,493,0:0,0:0,2:0,0:2
492,:,2017-11-30,Локомотив,Югра,494,:,1:1,1:0,1:0
493,:,2017-11-30,Витязь,Адмирал,495,:,1:0,1:0,0:1
494,:,2017-11-30,ХК Динамо М,Сибирь,496,:,1:0,1:4,4:0
495,:,2017-12-01,Витязь,Куньлунь РС,497,:,0:0,1:1,1:0
496,:,2017-12-01,ЦСКА,Амур,498,:,1:0,2:0,1:0
497,:,2017-12-02,Салават Юлаев,Динамо Мн,499,:,0:0,2:0,0:0
498,:,2017-12-02,Лада,Адмирал,500,:,0:0,1:2,1:1
499,:,2017-12-02,Ак Барс,Нефтехимик,501,:,0:1,1:1,0:0
500,:,2017-12-02,Локомотив,Сибирь,502,:,2:2,3:1,2:0
501,:,2017-12-02,Йокерит,СКА,503,:,1:2,1:1,1:1
502,:,2017-12-02,ХК Сочи,ХК Динамо М,504,:,0:1,2:0,2:0
503,:,2017-12-03,Амур,Куньлунь РС,334,0:1,0:2,1:1,2:0
504,:,2017-12-03,Барыс,Металлург Мг,505,:,1:2,0:2,2:0
505,:,2017-12-03,Югра,Трактор,506,:,0:2,0:0,0:1
506,:,2017-12-03,Северсталь,ЦСКА,507,:,0:0,0:1,0:1
507,:,2017-12-03,Спартак,Торпедо,508,:,1:2,1:0,2:0
508,:,2017-12-03,Динамо Р,Слован,509,:,3:0,2:1,0:0
509,:,2017-12-04,Салават Юлаев,ХК Динамо М,510,1:0,1:1,1:0,0:1
510,:,2017-12-04,Ак Барс,Динамо Мн,511,:,2:0,1:0,0:1
511,:,2017-12-04,Нефтехимик,СКА,512,:,1:0,0:0,0:3
512,:,2017-12-05,Амур,Куньлунь РС,513,:,1:1,1:0,0:0
513,:,2017-12-05,Сибирь,Металлург Мг,514,:,1:1,0:1,0:0
514,1:0,2017-12-05,Авангард,Автомобилист,515,0:0,0:0,1:1,0:0
515,:,2017-12-05,Барыс,Трактор,516,1:0,1:0,1:1,1:2
516,:,2017-12-05,Югра,Лада,517,0:1,3:1,0:1,0:1
517,:,2017-12-05,Торпедо,Слован,518,:,1:0,2:1,1:0
518,:,2017-12-05,Северсталь,Йокерит,519,:,1:0,0:3,1:0
519,:,2017-12-05,Спартак,Витязь,520,:,0:1,0:4,2:1
520,:,2017-12-05,Динамо Р,ЦСКА,521,:,0:0,0:0,0:1
521,:,2017-12-06,Ак Барс,СКА,522,0:1,0:1,2:1,0:0
522,:,2017-12-06,Нефтехимик,Динамо Мн,523,:,1:1,2:0,1:0
523,:,2017-12-06,ХК Сочи,Локомотив,524,0:1,1:0,0:0,0:1
524,:,2017-12-07,Адмирал,Куньлунь РС,525,:,2:0,1:1,1:1
525,:,2017-12-07,Авангард,Лада,526,:,1:1,1:0,2:1
526,:,2017-12-07,Югра,Автомобилист,527,:,0:0,0:4,0:0
527,:,2017-12-07,Торпедо,Витязь,528,:,2:0,1:0,1:1
528,:,2017-12-07,Йокерит,ХК Динамо М,529,:,0:0,0:0,0:1
529,:,2017-12-07,Северсталь,Слован,530,:,1:2,1:1,3:0
530,:,2017-12-07,Спартак,ЦСКА,531,:,0:0,0:3,0:1
531,:,2017-12-08,Ак Барс,Локомотив,532,:,0:0,0:3,1:1
532,:,2017-12-08,ХК Сочи,СКА,533,:,0:0,1:1,1:0
533,:,2017-12-09,Амур,Адмирал,534,:,0:0,1:1,1:0
534,:,2017-12-09,Трактор,Барыс,535,:,0:0,2:0,2:0
535,:,2017-12-09,Автомобилист,Авангард,536,:,0:0,2:0,1:2
536,1:0,2017-12-09,Металлург Мг,Сибирь,537,0:0,1:1,1:1,0:0
537,:,2017-12-09,Нефтехимик,ХК Динамо М,538,:,1:1,0:1,0:0
538,:,2017-12-09,Торпедо,Йокерит,539,:,1:1,1:1,1:0
539,:,2017-12-09,Динамо Мн,Динамо Р,540,:,0:1,0:1,1:1
540,:,2017-12-09,Северсталь,Витязь,541,1:0,0:1,1:1,1:0
541,:,2017-12-09,Спартак,Слован,542,:,2:1,2:0,4:1
542,:,2017-12-10,Салават Юлаев,Локомотив,543,:,0:2,2:0,1:0
543,:,2017-12-11,Трактор,Сибирь,545,:,2:1,1:2,0:1
544,0:1,2017-12-11,Автомобилист,Югра,546,0:0,1:0,2:1,0:2
545,1:0,2017-12-11,Металлург Мг,Йокерит,547,0:0,0:0,0:1,1:0
546,:,2017-12-11,Лада,Авангард,548,:,0:1,0:0,0:4
547,:,2017-12-11,Ак Барс,ХК Динамо М,549,:,0:0,3:1,3:1
548,:,2017-12-11,Динамо Мн,Слован,550,:,1:0,2:1,0:0
549,:,2017-12-11,ХК Сочи,Спартак,551,:,1:0,1:1,1:0
550,:,2017-12-11,ЦСКА,Барыс,552,:,2:1,1:0,1:0
551,:,2017-12-11,Динамо Р,Витязь,553,:,1:0,1:1,2:1
552,:,2017-12-18,Адмирал,Амур,554,:,0:0,2:1,2:1
553,:,2017-12-18,Куньлунь РС,Динамо Р,555,:,2:0,0:0,1:1
554,:,2017-12-18,Авангард,Югра,556,:,1:0,0:2,0:3
555,:,2017-12-18,Ак Барс,Салават Юлаев,557,:,1:0,1:1,0:0
556,1:0,2017-12-18,Йокерит,Лада,558,0:0,2:0,0:0,1:3
557,:,2017-12-18,ХК Сочи,Нефтехимик,559,:,0:1,0:0,0:1
558,:,2017-12-18,Слован,Барыс,560,:,0:0,0:0,0:2
559,:,2017-12-19,Локомотив,Спартак,561,:,2:0,0:1,0:0
560,1:0,2017-12-19,Витязь,Металлург Мг,562,0:0,0:0,0:0,1:1
561,0:1,2017-12-19,СКА,Динамо Мн,563,0:0,0:0,1:1,1:1
562,:,2017-12-19,ЦСКА,Трактор,564,:,1:0,1:1,1:0
563,:,2017-12-20,Адмирал,Динамо Р,565,:,1:1,0:0,0:2
564,:,2017-12-20,Куньлунь РС,Торпедо,566,:,0:0,0:2,0:0
565,:,2017-12-20,Сибирь,Югра,567,:,1:0,4:0,1:1
566,:,2017-12-20,Нефтехимик,Ак Барс,569,:,1:0,1:0,1:0
567,:,2017-12-20,ХК Динамо М,Барыс,570,:,1:1,2:1,2:1
568,:,2017-12-20,Слован,Лада,571,:,0:0,1:2,1:2
569,:,2017-12-20,ХК Сочи,Салават Юлаев,742,:,1:0,1:0,0:1
570,:,2017-12-21,Локомотив,Динамо Мн,572,:,2:1,0:1,1:0
571,:,2017-12-21,Витязь,Трактор,573,:,0:1,0:0,1:1
572,0:1,2017-12-21,Йокерит,Автомобилист,574,0:0,1:0,1:1,0:1
573,:,2017-12-21,ЦСКА,Металлург Мг,575,:,1:0,0:2,0:2
574,:,2017-12-21,Амур,Динамо Р,577,:,1:0,0:1,2:0
575,:,2017-12-22,Адмирал,Торпедо,576,:,0:1,0:1,0:0
576,:,2017-12-22,Куньлунь РС,Северсталь,578,1:0,0:1,1:0,0:0
577,:,2017-12-23,Сибирь,Салават Юлаев,579,:,3:1,0:2,0:3
578,:,2017-12-23,Авангард,ХК Сочи,580,0:1,2:0,0:1,0:1
579,:,2017-12-23,Барыс,Нефтехимик,581,:,0:0,0:1,0:3
580,:,2017-12-23,Лада,Динамо Мн,582,:,1:1,0:1,0:0
581,:,2017-12-23,ХК Динамо М,СКА,583,:,0:0,0:4,1:1
582,:,2017-12-23,ЦСКА,Витязь,584,:,0:1,0:2,1:0
583,:,2017-12-23,Слован,Автомобилист,585,0:1,1:1,1:1,2:2
584,:,2017-12-24,Адмирал,Северсталь,586,:,1:1,0:2,1:0
585,:,2017-12-24,Амур,Торпедо,587,:,0:0,3:0,0:1
586,:,2017-12-24,Куньлунь РС,Спартак,588,:,0:2,0:0,1:1
587,:,2017-12-25,Сибирь,Нефтехимик,589,:,2:1,2:1,2:0
588,:,2017-12-25,Авангард,Ак Барс,590,:,0:1,2:2,3:0
589,:,2017-12-25,Барыс,Салават Юлаев,591,:,0:0,0:1,0:1
590,:,2017-12-25,Трактор,Динамо Мн,592,:,1:0,0:0,1:0
591,:,2017-12-25,Югра,ХК Сочи,593,:,1:0,0:0,1:0
592,:,2017-12-25,Металлург Мг,СКА,594,:,0:0,0:0,0:4
593,:,2017-12-25,Лада,Локомотив,595,:,1:0,2:1,0:0
594,0:1,2017-12-25,ХК Динамо М,ЦСКА,596,0:0,1:2,1:0,0:0
595,:,2017-12-26,Адмирал,Спартак,597,:,0:1,1:2,1:3
596,:,2017-12-26,Амур,Северсталь,598,:,0:0,2:1,2:1
597,:,2017-12-26,Йокерит,Слован,599,:,1:1,0:2,1:0
598,:,2017-12-27,Сибирь,ХК Сочи,600,:,1:1,1:1,2:1
599,:,2017-12-27,Авангард,Салават Юлаев,601,:,1:0,0:1,0:1
600,:,2017-12-27,Барыс,Ак Барс,602,:,0:2,1:2,1:1
601,:,2017-12-27,Трактор,Локомотив,603,:,1:1,1:1,1:0
602,1:0,2017-12-27,Югра,Нефтехимик,604,0:0,0:1,2:2,1:0
603,:,2017-12-27,Автомобилист,СКА,605,:,0:0,3:2,1:1
604,:,2017-12-27,Металлург Мг,ХК Динамо М,606,:,2:0,3:1,0:0
605,:,2017-12-27,Торпедо,ЦСКА,607,:,0:1,1:1,0:3
606,:,2017-12-28,Амур,Спартак,608,1:0,0:0,0:0,1:1
607,:,2017-12-28,Витязь,Йокерит,609,:,1:0,0:1,0:3
608,:,2017-12-29,Адмирал,Куньлунь РС,610,:,0:1,0:0,0:1
609,:,2017-12-29,Сибирь,Ак Барс,611,:,2:0,0:1,2:0
610,:,2017-12-29,Авангард,Нефтехимик,612,0:1,0:2,2:0,0:0
611,:,2017-12-29,Барыс,ХК Сочи,613,:,0:0,1:1,1:2
612,:,2017-12-29,Югра,Салават Юлаев,614,0:1,1:1,1:1,1:1
613,:,2017-12-29,Автомобилист,ХК Динамо М,615,:,3:1,1:0,0:2
614,:,2017-12-29,Лада,ЦСКА,616,:,1:0,0:2,0:0
615,:,2017-12-29,Динамо Мн,СКА,617,:,0:1,4:1,2:1
616,:,2017-12-29,Северсталь,Торпедо,618,:,1:0,2:2,0:0
617,:,2017-12-30,Слован,Йокерит,619,:,1:1,0:0,2:1
618,0:1,2018-01-03,Амур,Сибирь,620,0:0,1:1,0:0,1:1
619,:,2018-01-03,Куньлунь РС,Авангард,621,:,0:2,0:1,0:1
620,:,2018-01-03,Барыс,Югра,622,:,0:2,0:1,2:0
621,0:1,2018-01-03,Трактор,ХК Динамо М,623,0:0,1:0,0:0,1:2
622,0:1,2018-01-03,Автомобилист,Локомотив,624,0:0,1:1,2:2,2:2
623,:,2018-01-03,Металлург Мг,Динамо Мн,625,:,1:0,0:0,0:2
624,:,2018-01-03,ЦСКА,Йокерит,626,1:0,1:0,0:0,0:1
625,:,2018-01-04,Торпедо,Ак Барс,627,:,1:2,0:4,2:1
626,:,2018-01-04,Спартак,Салават Юлаев,628,:,0:0,2:2,1:0
627,:,2018-01-04,ХК Сочи,Северсталь,629,:,0:0,2:0,2:1
628,:,2018-01-04,Динамо Р,Нефтехимик,630,:,0:1,2:0,0:0
629,:,2018-01-05,Адмирал,Сибирь,631,0:1,1:0,1:0,0:2
630,:,2018-01-05,Амур,Авангард,632,:,0:1,0:3,0:0
631,:,2018-01-05,Куньлунь РС,Югра,633,1:0,0:0,0:0,1:1
632,:,2018-01-05,Трактор,СКА,634,:,0:4,1:1,1:1
633,:,2018-01-05,Автомобилист,Динамо Мн,635,:,1:0,0:0,1:0
634,:,2018-01-05,Металлург Мг,Локомотив,636,:,3:0,0:0,1:1
635,:,2018-01-05,Лада,ХК Динамо М,637,:,1:1,1:0,1:0
636,:,2018-01-05,Витязь,ЦСКА,638,:,0:3,0:2,0:2
637,0:1,2018-01-06,Торпедо,ХК Сочи,639,0:0,0:1,1:0,0:0
638,:,2018-01-06,Северсталь,Нефтехимик,640,:,3:0,1:0,1:2
639,:,2018-01-06,Спартак,Ак Барс,641,:,0:2,1:0,1:1
640,:,2018-01-06,Динамо Р,Салават Юлаев,642,0:1,1:1,1:2,1:0
641,:,2018-01-07,Адмирал,Авангард,643,:,4:1,0:1,1:2
642,:,2018-01-07,Амур,Югра,644,:,0:0,0:2,1:0
643,:,2018-01-07,Куньлунь РС,Сибирь,645,:,1:1,2:2,4:1
644,:,2018-01-07,Трактор,Автомобилист,646,:,0:0,1:1,4:1
645,:,2018-01-07,Лада,СКА,647,:,0:0,0:2,0:3
646,:,2018-01-07,Локомотив,ХК Динамо М,648,1:0,0:1,0:0,1:0
647,:,2018-01-07,Йокерит,Металлург Мг,649,0:1,0:0,0:1,1:0
648,:,2018-01-07,Слован,ЦСКА,650,:,0:2,0:0,0:1
649,0:1,2018-01-08,Торпедо,Салават Юлаев,651,0:0,2:0,0:2,1:1
650,:,2018-01-08,Северсталь,Ак Барс,652,:,2:2,1:0,2:0
651,:,2018-01-08,Спартак,Нефтехимик,653,:,1:1,2:1,0:0
652,0:1,2018-01-08,Динамо Р,ХК Сочи,654,0:0,1:1,2:0,0:2
653,:,2018-01-09,Адмирал,Югра,655,:,0:1,1:0,1:0
654,:,2018-01-09,Амур,Барыс,656,:,0:0,1:0,2:1
655,:,2018-01-09,Витязь,Лада,657,:,2:0,2:1,1:0
656,:,2018-01-09,Динамо Мн,Локомотив,658,:,0:0,1:1,0:2
657,:,2018-01-09,Йокерит,Трактор,659,:,1:0,1:0,1:0
658,:,2018-01-09,СКА,Куньлунь РС,660,:,2:2,1:0,1:0
659,:,2018-01-09,ЦСКА,Автомобилист,661,:,1:2,1:0,2:1
660,:,2018-01-09,Слован,Металлург Мг,662,:,1:0,3:1,0:2
661,:,2018-01-10,Торпедо,Нефтехимик,663,:,1:1,1:1,2:0
662,:,2018-01-10,Северсталь,Салават Юлаев,664,1:0,1:0,1:0,0:2
663,:,2018-01-10,Спартак,ХК Сочи,665,0:1,1:0,0:1,1:1
664,:,2018-01-10,Динамо Р,Ак Барс,666,:,1:2,0:0,0:2
665,:,2018-01-11,Адмирал,Барыс,667,:,0:0,1:0,2:1
666,:,2018-01-11,Сибирь,Авангард,668,:,1:1,0:1,3:0
667,:,2018-01-11,Витязь,Автомобилист,669,:,0:3,1:0,0:2
668,:,2018-01-11,Йокерит,Куньлунь РС,670,:,0:0,1:1,2:0
669,:,2018-01-11,СКА,Локомотив,671,:,0:0,1:0,0:0
670,:,2018-01-11,ЦСКА,Лада,672,:,0:0,2:0,1:0
671,:,2018-01-11,Слован,Трактор,673,:,0:1,0:1,0:1
672,:,2018-01-16,Авангард,Металлург Мг,674,0:1,1:1,2:1,0:1
673,:,2018-01-16,Югра,Трактор,675,:,0:2,0:2,0:0
674,:,2018-01-16,Автомобилист,Сибирь,676,:,1:2,0:1,0:1
675,:,2018-01-16,Лада,Барыс,677,1:0,2:1,0:2,1:0
676,:,2018-01-16,Локомотив,Адмирал,678,:,0:0,0:0,1:3
677,:,2018-01-16,Динамо Мн,Амур,679,:,0:2,0:0,0:0
678,0:1,2018-01-16,Северсталь,Торпедо,680,0:0,1:1,1:1,1:1
679,:,2018-01-16,СКА,Спартак,681,:,2:0,1:0,1:1
680,:,2018-01-16,ХК Динамо М,Куньлунь РС,682,:,1:0,2:0,2:2
681,:,2018-01-17,Салават Юлаев,Витязь,683,:,1:1,2:0,1:0
682,:,2018-01-17,Ак Барс,Йокерит,684,:,1:0,1:0,0:1
683,:,2018-01-17,Нефтехимик,ЦСКА,685,:,0:0,1:0,0:0
684,0:1,2018-01-17,ХК Сочи,Слован,686,0:0,0:0,0:0,1:1
685,:,2018-01-18,Авангард,Трактор,687,:,1:1,0:0,0:1
686,:,2018-01-18,Югра,Металлург Мг,688,:,0:0,0:1,0:2
687,:,2018-01-18,Автомобилист,Барыс,689,:,0:1,1:2,1:1
688,:,2018-01-18,Лада,Сибирь,690,:,0:0,0:0,0:1
689,:,2018-01-18,Динамо Мн,Куньлунь РС,691,:,0:1,1:2,0:0
690,:,2018-01-18,Северсталь,Локомотив,692,0:1,2:0,1:4,2:1
691,:,2018-01-18,СКА,Адмирал,693,:,2:1,4:0,1:1
692,:,2018-01-18,ХК Динамо М,Спартак,694,:,1:0,1:2,2:3
