,Буллиты,Дата,Команда_1,Команда_2,Номер,Овертайм,Период_1,Период_2,Период_3
129,:,2017-09-15,Амур,Слован,130,:,1:0,0:3,1:0
130,:,2017-09-15,Куньлунь РС,Витязь,131,:,1:0,1:0,0:0
131,:,2017-09-15,Барыс,Сибирь,132,:,0:0,0:0,1:3
132,:,2017-09-15,Локомотив,Трактор,133,:,1:0,0:1,2:0
133,:,2017-09-15,Динамо Мн,Автомобилист,134,:,0:1,0:1,1:1
134,:,2017-09-15,СКА,Металлург Мг,135,1:0,1:0,2:1,0:2
135,:,2017-09-15,ХК Динамо М,Лада,136,:,0:0,2:1,1:1
136,:,2017-09-16,Салават Юлаев,Спартак,137,:,3:1,1:1,1:2
137,:,2017-09-16,Нефтехимик,Северсталь,138,:,1:2,3:0,0:0
138,:,2017-09-16,Йокерит,Динамо Р,139,:,2:0,1:0,0:2
139,:,2017-09-16,ХК Сочи,Торпедо,140,:,1:0,0:0,0:0
140,:,2017-09-17,Адмирал,Витязь,141,0:1,2:0,0:2,1:1
141,:,2017-09-17,Авангард,Югра,142,1:0,2:0,0:1,0:1
142,:,2017-09-17,Барыс,Сибирь,143,:,0:2,0:1,0:1
143,:,2017-09-17,Локомотив,Лада,144,:,0:0,2:1,0:0
144,:,2017-09-17,Динамо Мн,Металлург Мг,145,:,0:1,0:2,5:0
145,:,2017-09-17,СКА,Трактор,146,:,1:0,3:0,1:0
146,:,2017-09-17,ХК Динамо М,Автомобилист,147,:,0:0,0:1,0:0
147,:,2017-09-18,Салават Юлаев,Северсталь,148,:,0:0,0:1,0:1
148,:,2017-09-18,Ак Барс,Динамо Р,149,:,2:1,3:1,2:0
149,:,2017-09-19,Амур,Витязь,150,:,1:2,1:1,1:2
150,:,2017-09-19,Торпедо,Куньлунь РС,151,:,0:1,0:0,3:0
151,:,2017-09-20,Трактор,ХК Сочи,152,:,0:2,1:0,2:3
152,:,2017-09-20,Нефтехимик,Динамо Р,153,:,1:0,1:0,0:0
153,:,2017-09-20,Слован,Ак Барс,154,:,1:1,1:2,1:3
154,:,2017-09-21,Сибирь,ХК Динамо М,155,:,0:0,0:0,0:2
155,:,2017-09-21,Авангард,СКА,156,:,1:2,0:0,0:1
156,:,2017-09-21,Барыс,Динамо Мн,157,:,0:0,0:0,4:1
157,:,2017-09-21,Югра,Локомотив,158,:,0:1,1:0,1:2
158,:,2017-09-21,Йокерит,ЦСКА,159,:,2:0,1:0,1:0
159,:,2017-09-21,Северсталь,Куньлунь РС,160,:,0:0,2:1,3:3
160,:,2017-09-21,Спартак,Адмирал,161,1:0,2:1,2:2,2:3
161,:,2017-09-22,Трактор,Нефтехимик,162,:,0:2,0:0,0:1
162,:,2017-09-22,Автомобилист,ХК Сочи,163,:,0:0,0:1,0:1
163,:,2017-09-22,Металлург Мг,Салават Юлаев,164,:,0:2,2:1,1:1
164,:,2017-09-22,Лада,Ак Барс,165,:,0:0,0:2,1:1
165,:,2017-09-23,Сибирь,Динамо Мн,166,:,0:0,2:0,0:1
166,:,2017-09-23,Авангард,Локомотив,167,:,2:0,1:1,3:0
167,:,2017-09-23,Барыс,ХК Динамо М,168,:,0:1,2:2,1:2
168,:,2017-09-23,Югра,СКА,169,:,1:2,0:3,0:4
169,:,2017-09-23,Торпедо,Амур,170,1:0,0:0,0:0,0:0
170,:,2017-09-23,Витязь,Слован,171,:,0:0,2:0,2:0
171,1:0,2017-09-23,Северсталь,Адмирал,172,0:0,0:2,2:0,0:0
172,:,2017-09-23,Спартак,Куньлунь РС,173,:,2:0,1:1,3:1
173,:,2017-09-24,Трактор,Ак Барс,174,1:0,1:0,1:0,0:2
174,:,2017-09-24,Автомобилист,Салават Юлаев,175,:,0:0,0:0,4:0
175,:,2017-09-24,Металлург Мг,ХК Сочи,176,:,2:0,2:3,2:1
176,:,2017-09-24,Лада,Нефтехимик,177,:,0:2,0:0,1:0
177,:,2017-09-25,Сибирь,Локомотив,178,1:0,0:0,1:1,2:2
178,:,2017-09-25,Авангард,ХК Динамо М,179,:,0:0,0:0,0:1
179,:,2017-09-25,Барыс,СКА,180,:,0:2,0:2,1:0
180,:,2017-09-25,Югра,Динамо Мн,181,:,0:0,1:1,0:1
181,:,2017-09-25,Торпедо,Адмирал,182,:,1:0,0:0,2:0
182,:,2017-09-25,Йокерит,Витязь,183,:,0:2,2:0,3:0
183,:,2017-09-25,Спартак,Амур,184,:,1:0,2:1,1:0
184,:,2017-09-25,ЦСКА,Слован,185,:,1:1,1:0,1:1
185,:,2017-09-25,Динамо Р,Куньлунь РС,186,:,0:1,0:0,1:1
186,:,2017-09-26,Трактор,Салават Юлаев,187,:,0:1,2:1,1:0
187,1:0,2017-09-26,Автомобилист,Нефтехимик,188,0:0,1:0,1:1,1:2
188,:,2017-09-26,Металлург Мг,Ак Барс,189,:,0:0,0:1,1:1
189,:,2017-09-26,Лада,ХК Сочи,190,1:0,1:0,0:1,0:0
190,:,2017-09-27,Сибирь,СКА,191,:,0:1,0:1,0:1
191,:,2017-09-27,Авангард,Динамо Мн,192,:,2:0,1:1,1:0
192,:,2017-09-27,Барыс,Локомотив,193,:,1:0,2:1,3:0
193,:,2017-09-27,Югра,ХК Динамо М,194,:,1:1,1:2,0:0
194,:,2017-09-27,Северсталь,Амур,195,:,1:1,1:0,0:0
195,:,2017-09-27,Динамо Р,Адмирал,196,:,0:2,0:1,2:2
196,:,2017-09-27,Слован,Витязь,197,:,1:1,2:2,1:0
197,1:0,2017-09-28,Металлург Мг,Нефтехимик,198,0:0,1:1,1:1,0:0
198,:,2017-09-28,Лада,Салават Юлаев,199,0:1,0:0,1:1,1:1
199,:,2017-09-29,Витязь,Торпедо,200,:,0:0,0:1,0:0
200,:,2017-09-29,Йокерит,Спартак,201,:,2:0,2:0,1:1
201,:,2017-09-29,ХК Динамо М,Амур,202,:,0:0,1:0,1:3
202,:,2017-09-30,Куньлунь РС,Автомобилист,203,:,1:1,0:0,1:0
203,:,2017-09-30,Трактор,Барыс,204,:,0:1,1:0,1:0
204,:,2017-09-30,Локомотив,Авангард,205,:,1:0,0:2,1:1
205,:,2017-09-30,ХК Сочи,Югра,206,0:1,0:1,1:1,1:0
206,:,2017-10-01,Металлург Мг,Лада,207,:,1:0,0:0,1:0
207,:,2017-10-01,Йокерит,Северсталь,208,:,0:0,1:0,2:1
208,:,2017-10-01,ЦСКА,Торпедо,209,:,2:0,1:0,1:0
209,:,2017-10-01,Слован,Спартак,210,0:1,0:1,1:0,0:0
210,:,2017-10-02,Адмирал,Автомобилист,211,:,2:1,0:1,0:2
211,0:1,2017-10-02,Салават Юлаев,Югра,213,0:0,1:0,0:0,0:1
212,:,2017-10-02,Ак Барс,Сибирь,214,:,0:1,2:0,1:1
213,:,2017-10-02,Локомотив,СКА,215,:,1:2,0:2,0:2
214,:,2017-10-02,Нефтехимик,Барыс,216,:,0:1,0:0,0:2
215,:,2017-10-02,Динамо Мн,ХК Динамо М,217,:,2:1,1:0,2:0
216,:,2017-10-02,ХК Сочи,Авангард,218,:,0:1,0:4,0:1
217,:,2017-10-03,Витязь,Спартак,219,:,0:1,3:1,2:1
218,:,2017-10-03,Йокерит,Торпедо,220,:,2:1,1:1,1:0
219,:,2017-10-03,ЦСКА,Динамо Р,221,1:0,1:2,1:0,0:0
220,1:0,2017-10-03,Слован,Северсталь,222,0:0,2:1,0:2,2:1
221,:,2017-10-04,Адмирал,Трактор,223,1:0,0:2,1:0,1:0
222,:,2017-10-04,Амур,Автомобилист,224,1:0,1:1,1:1,0:0
223,:,2017-10-04,Куньлунь РС,Лада,225,:,1:1,1:0,0:0
224,:,2017-10-04,Салават Юлаев,СКА,226,:,0:3,0:2,1:1
225,:,2017-10-04,Ак Барс,Югра,227,:,1:0,1:0,1:1
226,:,2017-10-04,Нефтехимик,Авангард,228,:,2:1,3:2,0:1
227,1:0,2017-10-04,Динамо Мн,Барыс,229,0:0,1:1,1:0,0:1
228,:,2017-10-04,ХК Динамо М,Локомотив,230,:,0:1,0:1,0:0
229,:,2017-10-04,ХК Сочи,Сибирь,231,0:1,1:0,1:3,1:0
230,:,2017-10-05,Витязь,Динамо Р,232,:,1:0,1:1,2:0
231,:,2017-10-05,ЦСКА,Северсталь,233,:,0:0,0:1,3:0
232,:,2017-10-05,Слован,Торпедо,234,:,0:1,0:0,0:0
233,:,2017-10-06,Адмирал,Лада,235,:,0:0,0:1,0:1
234,:,2017-10-06,Амур,Трактор,236,:,1:1,1:1,0:1
235,0:1,2017-10-06,Куньлунь РС,Металлург Мг,237,0:0,1:2,0:0,1:0
236,:,2017-10-06,Салават Юлаев,Авангард,238,:,1:0,0:1,0:2
237,:,2017-10-06,Нефтехимик,Югра,239,0:1,1:1,2:1,1:2
238,:,2017-10-06,СКА,Сибирь,240,:,0:0,2:0,1:2
239,:,2017-10-06,ХК Динамо М,Динамо Мн,241,:,0:0,1:1,0:1
240,:,2017-10-06,ХК Сочи,Барыс,242,:,1:0,2:0,0:1
241,:,2017-10-07,Витязь,Северсталь,243,0:1,0:0,1:1,0:0
242,:,2017-10-07,ЦСКА,Спартак,244,:,1:0,1:0,1:1
243,:,2017-10-07,Слован,Динамо Р,245,0:1,1:1,1:1,0:0
244,:,2017-10-08,Адмирал,Металлург Мг,246,:,0:2,0:0,1:1
245,:,2017-10-08,Амур,Лада,247,:,1:1,1:0,2:0
246,:,2017-10-08,Салават Юлаев,Сибирь,248,:,2:0,1:0,0:0
247,:,2017-10-08,Автомобилист,Йокерит,249,:,0:0,0:3,1:0
248,:,2017-10-09,Торпедо,Ак Барс,250,:,0:2,0:2,0:1
249,:,2017-10-09,Спартак,СКА,251,:,0:0,0:4,0:0
250,:,2017-10-09,ЦСКА,Локомотив,252,:,2:1,3:0,0:1
251,:,2017-10-09,Слован,ХК Сочи,253,:,0:0,2:0,2:1
252,:,2017-10-10,Амур,Металлург Мг,254,1:0,0:1,2:3,2:0
253,:,2017-10-10,Авангард,Барыс,255,:,0:2,2:1,1:1
254,:,2017-10-10,Трактор,Йокерит,256,:,0:2,0:0,0:1
255,:,2017-10-10,Югра,Куньлунь РС,257,:,0:0,1:1,1:0
256,:,2017-10-10,Автомобилист,Витязь,258,:,1:1,2:2,2:0
257,:,2017-10-11,Нефтехимик,Локомотив,259,:,0:1,1:1,0:1
258,:,2017-10-11,Торпедо,Динамо Р,260,:,0:0,2:1,1:0
259,:,2017-10-11,Динамо Мн,Салават Юлаев,261,:,0:3,0:1,2:0
260,:,2017-10-11,Северсталь,Спартак,262,1:0,1:0,1:2,0:0
261,:,2017-10-11,СКА,ХК Сочи,263,0:1,1:0,0:2,1:0
262,1:0,2017-10-11,ХК Динамо М,Ак Барс,264,0:0,1:0,1:2,0:0
263,:,2017-10-12,Сибирь,Адмирал,265,:,0:2,2:2,0:0
264,:,2017-10-12,Авангард,Куньлунь РС,266,:,0:0,2:0,1:0
265,:,2017-10-12,Трактор,Витязь,267,:,0:1,1:0,1:0
266,:,2017-10-12,Югра,Барыс,268,:,0:4,2:1,0:0
267,:,2017-10-12,Автомобилист,Слован,269,:,2:1,0:0,4:2
268,:,2017-10-12,Лада,Йокерит,270,:,0:2,0:1,0:1
269,:,2017-10-13,Локомотив,Ак Барс,271,:,1:0,3:1,2:1
270,:,2017-10-13,Торпедо,Спартак,272,:,1:0,0:0,0:0
271,:,2017-10-13,Динамо Мн,Нефтехимик,273,:,1:1,2:0,0:0
272,:,2017-10-13,Северсталь,Динамо Р,274,:,0:0,2:1,1:0
273,:,2017-10-13,СКА,Салават Юлаев,275,:,1:1,1:0,2:1
274,1:0,2017-10-13,ХК Динамо М,ХК Сочи,276,0:0,1:0,1:3,1:0
275,:,2017-10-14,Авангард,Амур,277,:,0:0,0:1,0:0
276,:,2017-10-14,Барыс,Куньлунь РС,278,1:0,2:0,0:2,1:1
277,:,2017-10-14,Трактор,Слован,279,:,1:1,1:0,0:0
278,:,2017-10-14,Югра,Адмирал,280,:,0:1,0:1,1:1
279,:,2017-10-14,Автомобилист,ЦСКА,281,:,2:1,0:0,0:2
280,:,2017-10-14,Металлург Мг,Витязь,282,:,0:1,2:0,1:0
281,1:0,2017-10-15,Локомотив,Северсталь,283,0:0,3:0,2:4,0:1
282,:,2017-10-15,Динамо Мн,ХК Сочи,284,:,0:0,1:2,0:1
283,:,2017-10-15,Йокерит,Салават Юлаев,285,:,0:0,2:0,0:0
284,:,2017-10-15,СКА,Ак Барс,286,0:1,0:0,1:1,1:1
285,:,2017-10-15,ХК Динамо М,Нефтехимик,287,:,2:0,1:3,0:1
286,:,2017-10-15,Динамо Р,Торпедо,288,:,0:1,0:1,1:1
287,:,2017-10-16,Сибирь,Куньлунь РС,289,:,0:0,0:0,0:3
288,:,2017-10-16,Авангард,Адмирал,290,:,0:1,2:0,1:1
289,:,2017-10-16,Барыс,Амур,291,:,0:0,0:1,1:2
290,:,2017-10-16,Трактор,ЦСКА,292,:,0:1,0:1,0:1
291,:,2017-10-16,Автомобилист,Югра,293,1:0,0:1,1:1,1:0
292,:,2017-10-16,Металлург Мг,Слован,294,:,3:0,0:1,1:0
293,:,2017-10-16,Лада,Витязь,295,:,1:0,1:0,1:1
294,:,2017-10-17,Динамо Мн,Торпедо,296,:,1:0,2:1,2:0
295,:,2017-10-17,Йокерит,Ак Барс,297,:,2:0,0:0,1:1
296,:,2017-10-17,СКА,Нефтехимик,298,:,1:1,0:1,4:0
297,:,2017-10-17,ХК Динамо М,Салават Юлаев,299,:,1:0,0:2,1:1
298,:,2017-10-17,Динамо Р,Северсталь,300,1:0,0:1,1:1,1:0
299,0:1,2017-10-18,Куньлунь РС,Трактор,212,0:0,2:1,0:1,0:0
300,:,2017-10-18,Барыс,Адмирал,301,:,1:1,3:0,0:2
301,1:0,2017-10-18,Югра,Амур,302,0:0,1:0,1:0,0:2
302,:,2017-10-18,Металлург Мг,ЦСКА,303,:,1:4,1:2,0:1
303,:,2017-10-18,Лада,Слован,304,:,2:0,1:0,2:1
304,:,2017-10-19,Локомотив,Нефтехимик,305,:,1:1,0:0,0:1
305,:,2017-10-19,Спартак,Авангард,306,:,0:2,2:0,1:0
306,:,2017-10-20,Сибирь,Амур,307,:,2:0,0:2,1:0
307,:,2017-10-20,Салават Юлаев,Автомобилист,308,:,1:1,2:1,2:1
308,:,2017-10-20,Ак Барс,Трактор,309,:,6:0,1:0,0:1
309,0:1,2017-10-21,Куньлунь РС,Адмирал,310,0:0,0:0,1:0,0:1
310,:,2017-10-21,Торпедо,Барыс,311,0:1,2:1,1:1,0:1
311,:,2017-10-21,Витязь,ХК Динамо М,312,:,0:1,0:2,1:2
312,:,2017-10-21,Северсталь,Авангард,313,:,1:1,0:2,0:0
313,:,2017-10-21,СКА,Йокерит,314,1:0,0:0,2:2,1:1
314,:,2017-10-21,Спартак,Югра,315,:,2:2,0:0,2:1
315,:,2017-10-21,ЦСКА,Локомотив,316,0:1,1:0,1:2,0:0
316,0:1,2017-10-22,Салават Юлаев,Трактор,317,0:0,0:1,2:0,1:2
317,:,2017-10-22,Ак Барс,Металлург Мг,318,:,1:0,1:0,2:0
318,:,2017-10-22,Нефтехимик,Автомобилист,319,:,0:0,1:0,1:0
319,:,2017-10-22,ХК Сочи,Лада,320,1:0,0:0,0:0,1:1
320,0:1,2017-10-23,Куньлунь РС,Адмирал,321,0:0,0:0,2:1,0:1
321,:,2017-10-23,Торпедо,Авангард,322,:,1:0,0:1,0:1
322,:,2017-10-23,Витязь,Динамо Мн,323,:,1:0,2:0,1:0
323,:,2017-10-23,Йокерит,Локомотив,324,:,1:3,2:1,0:0
324,:,2017-10-23,Северсталь,Югра,325,:,0:0,2:0,0:0
325,:,2017-10-23,Спартак,Барыс,326,1:0,2:0,1:2,0:1
326,:,2017-10-23,ЦСКА,СКА,327,:,0:0,0:1,2:4
327,0:1,2017-10-23,Динамо Р,Сибирь,328,0:0,0:0,0:0,2:2
328,:,2017-10-23,Слован,ХК Динамо М,329,:,0:0,3:1,1:1
329,:,2017-10-24,Салават Юлаев,Лада,330,:,2:1,1:0,1:0
330,0:1,2017-10-24,Ак Барс,Автомобилист,331,0:0,0:0,0:0,1:1
331,:,2017-10-24,Нефтехимик,Металлург Мг,332,:,2:0,1:0,0:1
332,:,2017-10-24,ХК Сочи,Трактор,333,:,1:0,0:2,0:0
333,0:1,2017-10-25,Торпедо,Югра,335,0:0,0:0,1:0,0:1
334,:,2017-10-25,Витязь,СКА,336,:,1:1,0:3,1:0
335,:,2017-10-25,Йокерит,Барыс,337,0:1,0:0,1:2,1:0
336,:,2017-10-25,Спартак,Сибирь,338,:,1:0,2:0,1:0
337,:,2017-10-25,ЦСКА,Динамо Мн,339,:,1:0,2:1,1:0
338,:,2017-10-25,Слован,Локомотив,340,:,1:1,0:1,1:1
339,:,2017-10-26,Салават Юлаев,Металлург Мг,341,:,1:0,0:1,0:3
340,:,2017-10-26,ХК Сочи,Автомобилист,342,:,0:0,0:1,1:2
341,:,2017-10-26,Динамо Р,Авангард,343,1:0,0:0,0:0,0:0
342,:,2017-10-27,Адмирал,Нефтехимик,344,:,0:1,1:1,0:0
343,:,2017-10-27,Куньлунь РС,Ак Барс,345,:,0:0,1:1,0:1
344,:,2017-10-27,Лада,Югра,346,:,1:0,2:0,1:0
345,0:1,2017-10-27,Торпедо,Сибирь,347,0:0,1:0,0:0,0:1
