,Буллиты,Дата,Команда_1,Команда_2,Номер,Овертайм,Период_1,Период_2,Период_3
343,:,2013-11-15,Амур,Ак Барс,340,:,3:1,0:1,3:1
344,:,2013-11-15,Металлург Нк,ОХК Динамо М,341,0:1,2:0,1:1,0:2
345,:,2013-11-15,Сибирь,Витязь,342,:,1:0,2:0,0:1
346,:,2013-11-15,Трактор,Динамо Мн,343,:,1:0,1:0,1:0
347,:,2013-11-15,Металлург Мг,Донбасс,344,:,0:0,0:1,2:0
348,:,2013-11-15,Салават Юлаев,Медвешчак,345,:,0:2,1:1,1:0
349,:,2013-11-15,Нефтехимик,Спартак,346,:,0:0,4:0,1:0
350,:,2013-11-15,ЦСКА,Барыс,347,:,0:0,0:0,3:0
351,:,2013-11-15,Динамо Р,Авангард,348,:,1:0,0:0,2:1
352,:,2013-11-15,Слован,Автомобилист,349,:,0:0,0:1,3:0
353,:,2013-11-15,Лев Пр,Югра,350,:,0:1,1:0,1:0
354,:,2013-11-16,Атлант,СКА,351,:,0:1,1:0,0:1
355,:,2013-11-16,Локомотив,Северсталь,352,:,2:0,1:0,0:1
356,:,2013-11-17,Адмирал,ОХК Динамо М,353,:,2:1,0:1,1:2
357,:,2013-11-17,Амур,Витязь,354,:,1:0,3:0,0:2
358,:,2013-11-17,Металлург Нк,Торпедо НН,355,:,1:1,0:2,0:1
359,:,2013-11-17,Сибирь,Ак Барс,356,:,0:0,0:1,0:1
360,:,2013-11-17,Трактор,Спартак,357,:,0:0,2:1,1:1
361,:,2013-11-17,Металлург Мг,Медвешчак,358,:,1:0,1:0,2:0
362,0:1,2013-11-17,Салават Юлаев,Донбасс,359,0:0,2:2,0:0,0:0
363,:,2013-11-17,Нефтехимик,Динамо Мн,360,:,2:1,2:1,1:0
364,:,2013-11-17,ЦСКА,Автомобилист,361,:,1:0,0:0,1:1
365,:,2013-11-17,Динамо Р,Югра,362,1:0,1:0,1:2,1:1
366,:,2013-11-17,Слован,Барыс,363,:,1:2,1:1,0:3
367,1:0,2013-11-17,Лев Пр,Авангард,364,0:0,0:0,1:1,1:1
368,:,2013-11-18,СКА,Локомотив,365,:,1:1,0:0,0:1
369,:,2013-11-19,Адмирал,Витязь,366,:,0:0,0:0,0:1
370,:,2013-11-19,Амур,ОХК Динамо М,367,:,0:1,0:0,1:3
371,:,2013-11-19,Сибирь,Торпедо НН,368,:,1:1,1:0,1:0
372,:,2013-11-19,Металлург Нк,Ак Барс,369,:,0:1,0:1,0:0
373,:,2013-11-19,Трактор,Медвешчак,370,:,2:1,2:0,1:0
374,:,2013-11-19,Металлург Мг,Спартак,371,:,0:0,3:0,0:2
375,:,2013-11-19,Салават Юлаев,Динамо Мн,372,:,0:1,1:1,4:0
376,:,2013-11-19,Нефтехимик,Донбасс,373,:,1:0,0:0,1:0
377,:,2013-11-19,ЦСКА,Югра,374,0:1,3:2,0:0,0:1
378,:,2013-11-19,Динамо Р,Автомобилист,375,:,2:0,0:0,1:1
379,:,2013-11-19,Слован,Авангард,376,:,0:0,2:1,1:0
380,:,2013-11-19,Лев Пр,Барыс,377,0:1,0:1,1:0,1:1
381,:,2013-11-20,СКА,Северсталь,378,:,0:0,1:0,1:1
382,:,2013-11-21,Локомотив,Атлант,379,:,0:0,1:0,1:0
383,:,2013-11-22,Авангард,ЦСКА,380,:,0:1,2:2,1:2
384,0:1,2013-11-22,Барыс,Динамо Р,381,0:0,0:1,3:2,1:1
385,0:1,2013-11-22,Югра,Слован,382,0:0,0:0,0:0,0:0
386,:,2013-11-22,Автомобилист,Лев Пр,383,:,0:1,0:0,1:2
387,0:1,2013-11-22,Ак Барс,Сибирь,384,0:0,1:0,0:0,0:1
388,:,2013-11-22,Торпедо НН,Амур,385,:,1:1,3:0,2:1
389,:,2013-11-22,ОХК Динамо М,Адмирал,386,:,2:0,1:1,0:1
390,:,2013-11-22,СКА,Трактор,387,:,3:0,0:0,0:0
391,:,2013-11-22,Спартак,Нефтехимик,388,:,2:1,1:0,1:1
392,:,2013-11-22,Донбасс,Металлург Нк,389,:,1:1,1:0,3:0
393,:,2013-11-22,Динамо Мн,Салават Юлаев,390,:,0:1,1:2,0:1
394,:,2013-11-22,Медвешчак,Металлург Мг,391,:,0:0,0:1,2:0
395,:,2013-11-23,Северсталь,Атлант,392,:,2:0,1:0,1:0
396,:,2013-11-24,Авангард,Динамо Р,393,:,2:0,1:1,2:1
397,:,2013-11-24,Барыс,ЦСКА,394,:,0:2,1:0,1:3
398,:,2013-11-24,Югра,Лев Пр,395,:,0:1,1:2,0:1
399,:,2013-11-24,Автомобилист,Слован,396,:,3:0,2:0,3:1
400,:,2013-11-24,Ак Барс,Адмирал,397,:,0:0,1:0,4:1
401,:,2013-11-24,Торпедо НН,Металлург Нк,398,:,2:0,2:0,1:0
402,:,2013-11-24,СКА,Нефтехимик,399,:,1:0,0:1,1:0
403,1:0,2013-11-24,Витязь,Сибирь,400,0:0,0:1,1:2,2:0
404,:,2013-11-24,ОХК Динамо М,Амур,401,:,1:2,4:1,0:1
405,:,2013-11-24,Донбасс,Салават Юлаев,402,:,0:1,3:0,1:1
406,:,2013-11-24,Динамо Мн,Металлург Мг,403,:,1:1,0:0,2:0
407,0:1,2013-11-24,Медвешчак,Трактор,404,0:0,1:1,0:0,3:3
408,1:0,2013-11-25,Атлант,Локомотив,405,0:0,0:0,0:1,1:0
409,0:1,2013-11-26,Авангард,Лев Пр,406,0:0,0:2,1:0,1:0
410,:,2013-11-26,Барыс,Слован,407,:,2:1,2:0,2:0
411,:,2013-11-26,Югра,Динамо Р,408,0:1,1:1,0:0,0:0
412,:,2013-11-26,Автомобилист,ЦСКА,409,:,0:0,0:1,0:1
413,:,2013-11-26,Ак Барс,Амур,410,:,0:0,1:0,0:2
414,:,2013-11-26,Торпедо НН,Сибирь,411,:,1:1,1:0,1:0
415,:,2013-11-26,Витязь,Адмирал,412,:,0:2,0:0,1:1
416,:,2013-11-26,ОХК Динамо М,Металлург Нк,413,:,1:2,1:1,1:1
417,:,2013-11-26,Спартак,Трактор,414,:,1:1,1:2,1:2
418,:,2013-11-26,Донбасс,Металлург Мг,415,:,2:0,0:2,1:0
419,:,2013-11-26,Динамо Мн,Нефтехимик,416,:,1:2,2:0,1:1
420,:,2013-11-26,Медвешчак,Салават Юлаев,417,:,0:1,0:0,0:0
421,:,2013-11-27,Северсталь,Локомотив,418,:,1:1,0:1,0:0
422,:,2013-11-28,Авангард,Слован,419,:,2:0,2:0,0:2
423,:,2013-11-28,Барыс,Лев Пр,420,:,1:1,0:1,1:1
424,:,2013-11-28,Югра,ЦСКА,421,:,0:0,0:2,3:2
425,:,2013-11-28,Автомобилист,Динамо Р,422,:,1:1,2:0,0:0
426,0:1,2013-11-28,Ак Барс,Металлург Нк,423,0:0,2:1,1:3,1:0
427,:,2013-11-28,Торпедо НН,Адмирал,424,:,0:1,2:0,0:0
428,1:0,2013-11-28,Витязь,Амур,425,0:0,0:0,1:1,0:0
429,:,2013-11-28,Спартак,Салават Юлаев,426,:,0:0,0:0,2:3
430,1:0,2013-11-28,Донбасс,Нефтехимик,427,0:0,0:0,1:0,0:1
431,:,2013-11-28,Динамо Мн,Трактор,428,:,1:1,0:1,3:0
432,:,2013-11-28,Медвешчак,Сибирь,429,:,3:1,2:0,1:0
433,:,2013-11-29,СКА,Атлант,430,:,3:0,1:0,0:1
434,1:0,2013-11-30,Северсталь,ОХК Динамо М,431,0:0,0:0,2:1,0:1
435,:,2013-12-01,Трактор,Авангард,432,:,0:1,1:0,0:1
436,0:1,2013-12-01,Металлург Мг,Барыс,433,0:0,0:1,1:1,2:1
437,:,2013-12-01,Салават Юлаев,Автомобилист,434,:,0:1,0:0,1:2
438,:,2013-12-01,Нефтехимик,Югра,435,:,2:0,0:0,2:0
439,:,2013-12-01,Динамо Р,Атлант,436,:,0:2,1:0,0:0
440,:,2013-12-02,Адмирал,Спартак,437,:,1:1,0:1,0:0
441,:,2013-12-02,Амур,Донбасс,438,:,0:2,0:0,0:2
442,:,2013-12-02,Металлург Нк,Медвешчак,439,:,0:2,0:1,1:2
443,:,2013-12-02,Сибирь,Динамо Мн,440,:,3:0,0:0,0:1
444,:,2013-12-02,Торпедо НН,ОХК Динамо М,441,:,0:0,0:2,1:1
445,:,2013-12-02,ЦСКА,Локомотив,442,:,0:1,0:2,1:0
446,:,2013-12-02,Слован,Северсталь,443,:,1:0,0:1,2:1
447,0:1,2013-12-02,Лев Пр,СКА,444,0:0,0:1,3:1,0:1
448,:,2013-12-03,Трактор,Барыс,445,:,0:1,0:3,0:0
449,0:1,2013-12-03,Металлург Мг,Авангард,446,0:0,0:0,0:2,2:0
450,:,2013-12-03,Салават Юлаев,Югра,447,1:0,1:0,0:0,1:2
451,:,2013-12-03,Нефтехимик,Автомобилист,448,:,2:0,0:3,0:0
452,:,2013-12-03,Витязь,Ак Барс,449,:,1:1,0:2,1:0
453,:,2013-12-04,Адмирал,Донбасс,450,:,2:1,1:0,1:0
454,1:0,2013-12-04,Амур,Спартак,451,0:0,1:0,1:0,1:3
455,:,2013-12-04,Металлург Нк,Динамо Мн,452,:,2:0,1:1,0:1
456,:,2013-12-04,Сибирь,Медвешчак,453,:,0:0,0:1,0:1
457,:,2013-12-04,Атлант,ЦСКА,454,:,0:0,0:0,2:0
458,:,2013-12-04,Динамо Р,Локомотив,455,:,0:0,1:1,3:0
459,0:1,2013-12-04,Слован,СКА,456,0:0,1:1,1:1,0:0
460,:,2013-12-04,Лев Пр,Северсталь,457,:,0:0,1:1,2:0
461,0:1,2013-12-05,Трактор,Автомобилист,458,0:0,0:0,1:1,1:1
462,:,2013-12-05,Металлург Мг,Югра,459,1:0,0:3,1:1,3:0
463,:,2013-12-05,Салават Юлаев,Авангард,460,:,1:0,0:0,2:2
464,:,2013-12-05,Нефтехимик,Барыс,461,:,0:1,0:0,0:0
465,:,2013-12-05,ОХК Динамо М,Ак Барс,462,:,1:0,1:0,1:0
466,:,2013-12-05,Витязь,Торпедо НН,485,:,0:1,2:0,0:2
467,:,2013-12-06,Адмирал,Медвешчак,463,:,0:0,0:1,0:1
468,0:1,2013-12-06,Амур,Динамо Мн,464,0:0,0:1,0:0,2:1
469,:,2013-12-06,Металлург Нк,Донбасс,465,:,0:1,0:0,0:1
470,:,2013-12-06,Сибирь,Спартак,466,:,0:1,0:1,1:0
471,:,2013-12-06,ЦСКА,СКА,467,:,1:0,0:0,1:0
472,:,2013-12-06,Динамо Р,Северсталь,468,:,1:1,0:0,0:1
473,:,2013-12-06,Лев Пр,Локомотив,470,0:1,0:0,0:0,0:0
474,:,2013-12-07,Трактор,Югра,471,:,0:1,0:0,0:1
475,1:0,2013-12-07,Металлург Мг,Автомобилист,472,0:0,0:2,2:0,1:1
476,:,2013-12-07,Салават Юлаев,Барыс,473,:,2:1,3:2,1:0
477,:,2013-12-07,Нефтехимик,Авангард,474,:,0:0,0:2,0:2
478,1:0,2013-12-07,ОХК Динамо М,Витязь,476,0:0,2:1,0:0,0:1
479,1:0,2013-12-08,Адмирал,Динамо Мн,477,0:0,2:0,0:1,0:1
480,1:0,2013-12-08,Амур,Медвешчак,478,0:0,1:1,0:1,2:1
481,:,2013-12-08,Металлург Нк,Спартак,479,1:0,1:0,0:1,0:0
482,:,2013-12-08,Сибирь,Донбасс,480,:,0:3,2:0,0:0
483,:,2013-12-08,ЦСКА,Северсталь,481,:,0:1,3:1,0:0
484,:,2013-12-08,Динамо Р,СКА,482,:,1:0,3:2,2:2
485,:,2013-12-08,Слован,Локомотив,483,:,0:1,2:2,3:0
486,:,2013-12-08,Лев Пр,Атлант,484,:,1:0,0:2,0:1
487,0:1,2013-12-09,Слован,Атлант,469,0:0,1:1,0:0,0:0
488,:,2013-12-09,Ак Барс,Торпедо НН,475,:,1:0,1:0,0:1
489,:,2013-12-11,Авангард,Сибирь,486,:,1:0,0:2,2:0
490,:,2013-12-11,Барыс,Металлург Нк,487,:,1:0,2:1,2:2
491,:,2013-12-11,Югра,Адмирал,488,:,1:1,1:1,0:1
492,:,2013-12-11,Автомобилист,Амур,489,:,1:1,2:0,2:0
493,:,2013-12-11,Локомотив,Салават Юлаев,490,:,2:0,1:1,1:1
494,:,2013-12-11,Северсталь,Нефтехимик,491,:,1:0,0:0,0:0
495,:,2013-12-11,Атлант,Трактор,492,:,1:1,0:2,1:0
496,:,2013-12-11,СКА,Металлург Мг,493,:,0:0,0:1,0:1
497,:,2013-12-11,Спартак,Торпедо НН,494,:,1:0,0:1,0:1
498,:,2013-12-11,ЦСКА,Лев Пр,495,:,0:0,0:1,0:2
499,:,2013-12-11,Донбасс,ОХК Динамо М,496,:,0:1,2:2,0:0
500,:,2013-12-11,Динамо Мн,Витязь,497,:,0:1,0:1,0:0
501,:,2013-12-11,Медвешчак,Ак Барс,498,:,4:3,2:1,0:1
502,:,2013-12-13,Авангард,Металлург Нк,499,:,0:0,3:1,0:1
503,:,2013-12-13,Барыс,Сибирь,500,:,2:0,1:2,0:2
504,:,2013-12-13,Югра,Амур,501,:,1:2,1:0,0:1
505,:,2013-12-13,Автомобилист,Адмирал,502,:,2:1,2:0,1:1
506,:,2013-12-13,Локомотив,Нефтехимик,503,:,1:1,1:0,0:3
507,:,2013-12-13,Северсталь,Салават Юлаев,504,:,1:1,0:0,4:2
508,:,2013-12-13,Атлант,Металлург Мг,505,:,0:0,0:1,0:0
509,:,2013-12-13,Спартак,Ак Барс,506,:,0:0,0:0,1:2
510,:,2013-12-13,ЦСКА,Слован,507,:,1:0,1:5,2:0
511,:,2013-12-13,Донбасс,Витязь,508,:,1:1,2:2,2:0
512,:,2013-12-13,Динамо Мн,ОХК Динамо М,509,:,0:1,1:3,1:0
513,:,2013-12-13,Динамо Р,Трактор,510,:,0:0,1:0,1:0
514,0:1,2013-12-13,Медвешчак,Торпедо НН,511,0:0,0:0,0:0,0:0
515,:,2013-12-15,Донбасс,Динамо Мн,512,:,0:1,2:0,1:0
516,:,2013-12-15,Лев Пр,Слован,513,:,2:0,3:0,2:0
517,:,2013-12-25,Северсталь,СКА,514,:,1:1,0:1,0:0
518,:,2013-12-25,Торпедо НН,Ак Барс,515,:,2:3,1:2,1:1
519,:,2013-12-25,Атлант,Нефтехимик,516,:,1:1,2:0,1:0
520,:,2013-12-25,Спартак,Металлург Мг,517,:,0:0,0:4,1:2
521,:,2013-12-25,ЦСКА,Витязь,518,:,1:1,2:0,2:1
522,1:0,2013-12-25,Донбасс,Трактор,519,0:0,0:2,0:0,2:0
523,:,2013-12-26,Авангард,Амур,520,:,1:1,1:1,1:0
524,:,2013-12-26,Барыс,Адмирал,521,:,2:0,2:2,2:1
525,:,2013-12-26,Югра,Металлург Нк,522,:,0:2,0:3,1:1
526,1:0,2013-12-26,Автомобилист,Сибирь,523,0:0,0:0,0:0,0:0
527,:,2013-12-26,Атлант,Салават Юлаев,524,:,0:0,1:4,1:1
528,1:0,2013-12-27,Локомотив,Трактор,525,0:0,0:0,0:0,0:0
529,:,2013-12-27,Северсталь,Металлург Мг,526,:,0:1,0:0,0:3
530,1:0,2013-12-27,Витязь,Спартак,527,0:0,1:1,2:1,0:1
531,0:1,2013-12-27,Донбасс,Торпедо НН,528,0:0,1:0,0:2,1:0
532,:,2013-12-27,Динамо Мн,Ак Барс,529,:,0:1,0:0,1:1
533,:,2013-12-27,Слован,Нефтехимик,530,:,0:2,3:0,1:0
534,:,2013-12-27,Медвешчак,ОХК Динамо М,531,:,0:3,0:1,0:1
535,:,2013-12-28,Авангард,Адмирал,532,:,2:0,1:1,1:0
536,:,2013-12-28,Барыс,Амур,533,:,2:1,4:0,2:1
537,:,2013-12-28,Югра,Сибирь,534,:,1:0,0:0,1:1
538,:,2013-12-28,Автомобилист,Металлург Нк,535,:,1:0,1:0,0:0
539,:,2013-12-28,СКА,Салават Юлаев,536,:,0:0,0:2,1:0
540,0:1,2013-12-28,Динамо Р,Лев Пр,537,0:0,0:0,1:0,0:1
541,:,2013-12-29,Локомотив,Металлург Мг,538,:,0:1,2:0,1:0
542,:,2013-12-29,Северсталь,Трактор,539,:,0:3,2:1,2:2
543,:,2013-12-29,Спартак,ОХК Динамо М,540,:,0:3,0:1,0:2
544,:,2013-12-29,Донбасс,Ак Барс,541,:,1:1,0:1,0:0
545,:,2013-12-29,Динамо Мн,Торпедо НН,542,:,1:0,3:0,0:0
546,:,2013-12-29,Динамо Р,Слован,543,:,0:1,0:2,1:0
547,:,2013-12-29,Медвешчак,Витязь,544,:,1:0,3:0,0:2
548,1:0,2014-01-03,Адмирал,СКА,545,0:0,1:2,1:1,2:1
549,:,2014-01-03,Амур,Локомотив,546,:,0:0,2:0,0:1
550,:,2014-01-03,Металлург Нк,Атлант,547,:,0:2,1:2,1:1
551,:,2014-01-03,Сибирь,Северсталь,548,:,0:0,1:2,1:1
552,0:1,2014-01-03,Трактор,Лев Пр,549,0:0,0:0,1:1,1:1
553,:,2014-01-03,Металлург Мг,Слован,550,:,2:0,4:1,0:1
554,:,2014-01-03,Салават Юлаев,Динамо Р,551,1:0,2:0,1:2,0:1
555,:,2014-01-03,Нефтехимик,ЦСКА,552,:,0:1,0:1,1:2
556,:,2014-01-03,Ак Барс,Югра,553,:,0:0,2:1,2:1
557,1:0,2014-01-03,Торпедо НН,Автомобилист,554,0:0,2:1,0:1,1:1
558,0:1,2014-01-03,Витязь,Барыс,555,0:0,0:0,0:0,1:1
559,:,2014-01-03,ОХК Динамо М,Авангард,556,:,1:2,3:2,2:0
560,:,2014-01-04,Спартак,Динамо Мн,557,:,0:0,1:1,0:1
561,:,2014-01-04,Медвешчак,Донбасс,558,:,1:1,0:1,0:1
562,:,2014-01-05,Адмирал,Локомотив,559,:,0:0,1:0,2:0
563,:,2014-01-05,Амур,СКА,560,:,1:3,0:1,0:2
564,0:1,2014-01-05,Металлург Нк,Северсталь,561,0:0,0:0,1:0,0:1
565,:,2014-01-05,Сибирь,Атлант,562,:,0:0,0:0,3:1
566,:,2014-01-05,Трактор,Слован,563,:,0:0,2:0,0:1
567,:,2014-01-05,Металлург Мг,Лев Пр,564,:,0:1,1:1,3:0
568,:,2014-01-05,Салават Юлаев,ЦСКА,565,:,1:1,2:1,2:0
569,:,2014-01-05,Нефтехимик,Динамо Р,566,0:1,0:0,1:1,0:0
570,:,2014-01-05,Ак Барс,Автомобилист,567,:,0:0,0:2,1:1
571,:,2014-01-05,Торпедо НН,Югра,568,:,1:1,2:3,1:1
572,0:1,2014-01-05,Витязь,Авангард,569,0:0,1:1,1:1,0:0
573,:,2014-01-05,ОХК Динамо М,Барыс,570,1:0,0:0,1:2,1:0
574,:,2014-01-06,Донбасс,Спартак,571,1:0,1:0,1:0,0:2
575,:,2014-01-06,Медвешчак,Динамо Мн,572,:,0:1,2:0,2:0
576,:,2014-01-07,Адмирал,Северсталь,573,:,2:1,2:0,0:0
577,0:1,2014-01-07,Амур,Атлант,574,0:0,1:1,0:0,1:1
578,:,2014-01-07,Металлург Нк,СКА,575,:,1:0,1:1,1:1
579,:,2014-01-07,Сибирь,Локомотив,576,:,0:0,2:1,1:0
580,:,2014-01-07,Трактор,ЦСКА,577,:,2:0,0:0,1:1
581,:,2014-01-07,Металлург Мг,Динамо Р,578,:,2:2,2:0,2:0
582,:,2014-01-07,Салават Юлаев,Лев Пр,579,:,0:1,0:1,1:3
583,:,2014-01-07,Нефтехимик,Слован,580,1:0,2:0,0:3,1:0
584,:,2014-01-07,Ак Барс,Барыс,581,:,1:1,0:1,0:0
585,:,2014-01-07,Торпедо НН,Авангард,582,:,1:2,2:1,2:0
586,0:1,2014-01-07,Витязь,Югра,583,0:0,0:0,3:2,0:1
587,:,2014-01-07,ОХК Динамо М,Автомобилист,584,:,1:1,1:1,1:0
588,:,2014-01-08,Спартак,Медвешчак,585,:,1:0,0:1,0:2
589,:,2014-01-09,Адмирал,Атлант,586,:,0:0,2:3,0:0
590,:,2014-01-09,Амур,Северсталь,587,:,0:1,0:1,1:1
591,:,2014-01-09,Металлург Нк,Локомотив,588,:,1:1,0:1,0:0
592,:,2014-01-09,Сибирь,СКА,589,:,0:0,2:0,2:0
593,:,2014-01-09,Трактор,Динамо Р,590,:,2:0,0:3,0:2
594,:,2014-01-09,Металлург Мг,ЦСКА,591,:,1:0,2:0,0:1
595,:,2014-01-09,Салават Юлаев,Слован,592,:,1:0,1:1,2:1
596,:,2014-01-09,Нефтехимик,Лев Пр,593,:,0:1,0:2,1:1
597,:,2014-01-09,Торпедо НН,Барыс,595,:,1:1,4:1,2:0
598,:,2014-01-09,Витязь,Автомобилист,596,:,0:1,0:1,1:1
599,0:1,2014-01-09,ОХК Динамо М,Югра,597,0:0,0:1,2:1,0:0
600,:,2014-01-13,Локомотив,Витязь,598,:,0:0,0:0,1:0
601,:,2014-01-13,Атлант,Торпедо НН,599,:,2:0,1:4,1:1
602,:,2014-01-13,СКА,Ак Барс,600,:,1:1,1:0,1:0
603,:,2014-01-13,ЦСКА,Амур,601,:,1:0,2:0,0:0
604,:,2014-01-13,Динамо Р,Адмирал,602,:,0:1,0:2,2:2
605,1:0,2014-01-13,Слован,Сибирь,603,0:0,1:0,0:0,0:1
606,1:0,2014-01-13,Лев Пр,Металлург Нк,604,0:0,0:1,0:0,2:1
607,1:0,2014-01-14,Авангард,Медвешчак,605,0:0,2:0,0:2,1:1
608,:,2014-01-14,Барыс,Спартак,606,:,1:0,2:1,1:1
609,:,2014-01-14,Югра,Динамо Мн,607,:,1:0,3:0,2:0
610,0:1,2014-01-14,Металлург Мг,Салават Юлаев,608,0:0,2:1,0:2,1:0
611,:,2014-01-14,Нефтехимик,Трактор,609,:,0:0,0:1,3:0
612,:,2014-01-15,Локомотив,Торпедо НН,610,:,0:1,1:2,0:1
613,:,2014-01-15,Северсталь,Ак Барс,611,:,0:0,1:1,0:1
614,:,2014-01-15,Витязь,Атлант,612,:,0:1,0:1,1:0
615,:,2014-01-15,СКА,ОХК Динамо М,613,:,2:0,3:1,1:2
616,1:0,2014-01-15,ЦСКА,Сибирь,614,0:0,1:0,0:1,1:1
617,:,2014-01-15,Динамо Р,Металлург Нк,615,1:0,1:2,2:0,0:1
618,:,2014-01-15,Слован,Амур,616,:,0:0,2:2,1:0
619,:,2014-01-15,Лев Пр,Адмирал,617,:,1:1,2:0,1:0
620,:,2014-01-16,Авангард,Спартак,618,:,2:0,0:0,2:1
621,:,2014-01-16,Барыс,Медвешчак,619,:,0:0,1:1,0:2
622,:,2014-01-16,Югра,Донбасс,620,:,1:0,2:1,0:0
623,:,2014-01-16,Автомобилист,Динамо Мн,621,:,2:0,0:0,0:0
624,:,2014-01-16,Трактор,Салават Юлаев,622,:,1:1,1:2,3:0
625,:,2014-01-16,Нефтехимик,Металлург Мг,623,:,1:0,1:3,1:2
626,:,2014-01-17,Локомотив,Ак Барс,624,:,2:0,1:0,1:0
627,:,2014-01-17,Северсталь,Торпедо НН,625,0:1,0:0,4:2,0:2
628,:,2014-01-17,Атлант,ОХК Динамо М,626,:,0:1,1:0,0:2
629,:,2014-01-17,СКА,Витязь,627,:,1:0,0:0,3:1
630,:,2014-01-17,ЦСКА,Металлург Нк,628,:,2:1,1:0,1:0
631,:,2014-01-17,Динамо Р,Сибирь,629,:,1:1,1:1,0:1
632,:,2014-01-17,Слован,Адмирал,630,:,0:1,1:1,0:4
633,:,2014-01-17,Лев Пр,Амур,631,:,0:0,1:0,2:0
634,:,2014-01-18,Авангард,Динамо Мн,632,:,4:1,3:1,0:0
635,:,2014-01-18,Барыс,Донбасс,633,:,0:0,2:4,0:2
636,:,2014-01-18,Югра,Медвешчак,634,:,1:2,0:1,0:1
637,:,2014-01-18,Автомобилист,Спартак,635,:,0:0,0:0,2:0
638,:,2014-01-18,Трактор,Нефтехимик,636,:,1:0,0:3,2:2
639,:,2014-01-18,Салават Юлаев,Металлург Мг,637,:,0:2,2:2,0:1
640,:,2014-01-19,Атлант,Ак Барс,638,0:1,0:0,1:0,0:1
641,:,2014-01-19,Локомотив,ОХК Динамо М,639,:,2:0,1:4,0:0
642,:,2014-01-19,Северсталь,Витязь,640,:,4:0,2:2,1:1
643,0:1,2014-01-19,СКА,Торпедо НН,641,0:0,3:2,0:2,1:0
644,:,2014-01-19,ЦСКА,Адмирал,642,:,0:0,0:0,2:1
645,:,2014-01-19,Динамо Р,Амур,643,:,0:0,2:1,2:0
646,:,2014-01-19,Слован,Металлург Нк,644,:,1:1,0:2,1:0
647,:,2014-01-19,Лев Пр,Сибирь,645,:,1:0,1:1,1:0
648,:,2014-01-20,Авангард,Донбасс,646,:,0:0,0:0,0:2
649,:,2014-01-20,Барыс,Динамо Мн,647,0:1,1:0,0:0,0:1
650,:,2014-01-20,Югра,Спартак,648,:,0:2,2:0,3:1
651,:,2014-01-20,Автомобилист,Медвешчак,649,:,1:0,1:0,0:0
652,1:0,2014-01-22,Ак Барс,Слован,650,0:0,1:0,0:1,0:0
653,:,2014-01-22,Торпедо НН,Лев Пр,651,:,3:0,2:1,0:1
654,:,2014-01-22,Витязь,Динамо Р,652,:,0:1,2:0,4:1
655,1:0,2014-01-22,ОХК Динамо М,ЦСКА,653,0:0,0:0,0:1,1:0
656,:,2014-01-23,Адмирал,Нефтехимик,654,:,0:1,0:0,0:0
657,:,2014-01-23,Амур,Салават Юлаев,655,:,0:0,0:0,0:1
658,:,2014-01-23,Металлург Нк,Металлург Мг,656,:,0:2,0:1,3:1
659,:,2014-01-23,Сибирь,Трактор,657,1:0,1:0,0:2,1:0
660,:,2014-01-23,Спартак,Локомотив,658,:,1:0,0:2,0:1
661,:,2014-01-23,Донбасс,СКА,659,:,1:1,1:0,2:1
662,1:0,2014-01-23,Динамо Мн,Северсталь,660,0:0,0:1,0:0,1:0
663,:,2014-01-23,Медвешчак,Атлант,661,:,1:0,2:1,1:1
664,:,2014-01-24,Югра,Авангард,662,:,2:0,0:1,0:0
665,:,2014-01-24,Автомобилист,Барыс,663,:,1:1,2:0,3:1
666,0:1,2014-01-24,Ак Барс,Лев Пр,664,0:0,1:0,0:1,1:1
667,:,2014-01-24,Торпедо НН,Слован,665,:,0:1,2:2,0:0
668,:,2014-01-24,ОХК Динамо М,Динамо Р,666,:,1:0,0:2,1:2
669,:,2014-01-25,Адмирал,Салават Юлаев,667,:,0:0,3:0,0:2
670,1:0,2014-01-25,Амур,Нефтехимик,668,0:0,1:0,1:2,2:2
671,0:1,2014-01-25,Металлург Нк,Трактор,669,0:0,0:1,2:0,0:1
672,:,2014-01-25,Сибирь,Металлург Мг,670,:,1:0,0:1,1:0
673,:,2014-01-25,Спартак,СКА,671,:,0:1,1:1,0:3
674,:,2014-01-25,Донбасс,Северсталь,672,:,0:0,0:1,2:2
675,:,2014-01-25,Динамо Мн,Атлант,673,:,1:5,0:0,0:2
676,:,2014-01-25,Медвешчак,Локомотив,674,:,0:0,1:0,0:0
677,:,2014-01-26,Авангард,Барыс,675,0:1,0:1,3:1,1:2
678,0:1,2014-01-26,Автомобилист,Югра,676,0:0,1:0,1:0,0:2
679,0:1,2014-01-26,Ак Барс,Динамо Р,677,0:0,0:0,2:0,0:2
680,:,2014-01-26,Торпедо НН,ЦСКА,678,:,1:0,1:1,1:0
681,0:1,2014-01-26,Витязь,Слован,679,0:0,0:0,0:1,1:0
682,:,2014-01-26,ОХК Динамо М,Лев Пр,680,:,0:1,1:0,1:0
683,:,2014-01-27,Адмирал,Металлург Мг,681,:,1:0,0:0,1:1
684,:,2014-01-27,Амур,Трактор,682,:,0:2,1:2,2:0
685,:,2014-01-27,Металлург Нк,Нефтехимик,683,:,1:0,1:1,1:1
686,0:1,2014-01-27,Сибирь,Салават Юлаев,684,0:0,1:1,0:1,2:1
687,0:1,2014-01-27,Спартак,Атлант,685,0:0,1:2,1:0,1:1
