,Буллиты,Дата,Команда_1,Команда_2,Номер,Овертайм,Период_1,Период_2,Период_3
68,:,2013-09-17,Слован,Торпедо НН,69,:,0:1,0:2,0:0
69,:,2013-09-17,Лев Пр,Витязь,70,:,0:0,3:0,1:1
70,:,2013-09-18,Трактор,Металлург Нк,71,:,2:0,2:0,1:1
71,:,2013-09-18,Металлург Мг,Сибирь,72,1:0,1:2,1:0,0:0
72,:,2013-09-18,Салават Юлаев,Адмирал,73,:,4:0,0:1,0:0
73,:,2013-09-18,Нефтехимик,Амур,74,:,2:1,3:1,1:0
74,0:1,2013-09-18,Локомотив,Спартак,75,0:0,1:1,0:0,0:0
75,:,2013-09-18,Северсталь,Медвешчак,76,:,0:1,4:1,2:0
76,:,2013-09-18,Атлант,Донбасс,77,:,0:0,1:0,0:0
77,:,2013-09-18,СКА,Динамо Мн,78,:,2:0,2:1,1:0
78,:,2013-09-19,Югра,Барыс,79,:,1:3,0:1,1:2
79,:,2013-09-19,Автомобилист,Авангард,80,:,0:0,1:1,3:0
80,:,2013-09-19,ЦСКА,Ак Барс,81,:,0:0,2:0,0:0
81,1:0,2013-09-19,Динамо Р,ОХК Динамо М,82,0:0,0:1,1:0,1:1
82,:,2013-09-19,Слован,Витязь,83,:,0:2,1:2,0:0
83,1:0,2013-09-19,Лев Пр,Торпедо НН,84,0:0,1:1,0:2,2:0
84,1:0,2013-09-20,Трактор,Амур,85,0:0,0:1,0:0,1:0
85,:,2013-09-20,Металлург Мг,Адмирал,86,:,2:1,1:0,1:0
86,:,2013-09-20,Салават Юлаев,Сибирь,87,:,1:1,0:1,1:1
87,:,2013-09-20,Нефтехимик,Металлург Нк,88,:,1:1,2:1,3:1
88,1:0,2013-09-20,Локомотив,Медвешчак,89,0:0,1:1,0:0,1:1
89,:,2013-09-20,Северсталь,Донбасс,90,:,0:2,0:0,0:2
90,:,2013-09-20,Атлант,Динамо Мн,91,:,0:1,2:0,1:1
91,:,2013-09-20,СКА,Спартак,92,:,0:1,4:0,0:0
92,:,2013-09-21,ЦСКА,Торпедо НН,93,:,1:0,0:1,0:1
93,:,2013-09-21,Динамо Р,Витязь,94,:,2:0,3:1,1:0
94,:,2013-09-21,Слован,Ак Барс,95,1:0,0:0,1:0,0:1
95,:,2013-09-21,Лев Пр,ОХК Динамо М,96,:,1:0,1:1,0:0
96,:,2013-09-22,Авангард,Югра,97,:,1:1,0:4,1:1
97,:,2013-09-22,Барыс,Автомобилист,98,:,2:2,2:0,3:0
98,:,2013-09-22,Трактор,Адмирал,99,:,1:1,2:0,0:0
99,:,2013-09-22,Металлург Мг,Амур,100,:,2:0,2:1,2:0
100,:,2013-09-22,Салават Юлаев,Металлург Нк,101,:,1:1,2:1,1:1
101,:,2013-09-22,Нефтехимик,Сибирь,102,:,1:2,1:0,2:1
102,:,2013-09-22,Локомотив,Динамо Мн,103,:,1:0,2:1,1:0
103,:,2013-09-22,Северсталь,Спартак,104,0:1,2:1,0:2,2:1
104,:,2013-09-22,Атлант,Медвешчак,105,1:0,0:0,0:0,2:2
105,:,2013-09-22,СКА,Донбасс,106,:,0:2,1:1,1:1
106,:,2013-09-23,Динамо Р,Торпедо НН,107,:,0:0,2:2,0:1
107,:,2013-09-23,Слован,ОХК Динамо М,108,:,1:0,2:1,1:4
108,:,2013-09-23,Лев Пр,Ак Барс,109,:,0:1,0:1,1:0
109,:,2013-09-24,Трактор,Сибирь,59,:,0:0,1:0,0:0
110,:,2013-09-24,Витязь,ЦСКА,110,:,1:0,2:2,0:0
111,1:0,2013-09-24,Медвешчак,СКА,702,0:0,1:1,1:0,1:2
112,:,2013-09-26,Атлант,Витязь,111,:,0:0,2:0,1:1
113,0:1,2013-09-26,Спартак,Автомобилист,112,0:0,0:0,1:1,0:0
114,:,2013-09-26,Донбасс,Барыс,113,:,1:3,0:1,1:0
115,:,2013-09-26,Медвешчак,Югра,114,:,0:1,1:0,1:0
116,:,2013-09-26,Трактор,Металлург Мг,159,:,0:2,0:2,0:1
117,:,2013-09-27,Адмирал,ЦСКА,115,:,1:0,3:1,0:1
118,:,2013-09-27,Амур,Динамо Р,116,:,1:0,0:1,1:0
119,:,2013-09-27,Металлург Нк,Лев Пр,117,:,2:1,0:3,1:1
120,:,2013-09-27,Сибирь,Слован,118,:,0:0,1:1,2:0
121,:,2013-09-27,Салават Юлаев,Нефтехимик,120,:,1:1,1:0,0:0
122,:,2013-09-27,Ак Барс,Северсталь,121,:,1:0,0:0,0:0
123,:,2013-09-27,Торпедо НН,Локомотив,122,:,2:0,2:0,1:0
124,:,2013-09-27,ОХК Динамо М,СКА,123,:,1:2,1:0,0:4
125,1:0,2013-09-28,Спартак,Авангард,124,0:0,1:0,0:2,1:0
126,:,2013-09-28,Донбасс,Югра,125,:,0:0,0:0,2:0
127,:,2013-09-28,Динамо Мн,Автомобилист,126,:,0:0,1:0,1:0
128,:,2013-09-28,Медвешчак,Барыс,127,:,1:0,1:1,1:1
129,:,2013-09-29,Адмирал,Динамо Р,128,:,0:0,1:0,2:0
130,:,2013-09-29,Амур,ЦСКА,129,:,1:1,0:1,0:1
131,:,2013-09-29,Металлург Нк,Слован,130,:,0:0,0:2,1:1
132,:,2013-09-29,Сибирь,Лев Пр,131,:,4:0,0:3,1:0
133,:,2013-09-29,Металлург Мг,Нефтехимик,132,:,0:2,2:0,2:1
134,:,2013-09-29,Салават Юлаев,Трактор,133,:,0:0,1:1,2:0
135,:,2013-09-29,Ак Барс,Локомотив,134,:,0:0,0:0,2:0
136,:,2013-09-29,Торпедо НН,Северсталь,135,:,0:1,0:0,0:1
137,0:1,2013-09-29,Витязь,СКА,136,0:0,0:0,1:1,1:1
138,:,2013-09-29,ОХК Динамо М,Атлант,137,:,0:0,2:1,1:1
139,:,2013-09-30,Спартак,Югра,138,:,0:0,0:0,0:1
140,:,2013-09-30,Донбасс,Авангард,139,:,4:0,1:1,1:0
141,:,2013-09-30,Динамо Мн,Барыс,140,:,0:1,2:3,0:1
142,:,2013-09-30,Медвешчак,Автомобилист,141,:,1:0,1:0,1:0
143,:,2013-10-01,Адмирал,Лев Пр,142,0:1,1:1,0:1,1:0
144,:,2013-10-01,Амур,Слован,143,:,1:4,1:1,0:0
145,:,2013-10-01,Металлург Нк,ЦСКА,144,0:1,1:0,0:2,1:0
146,:,2013-10-01,Сибирь,Динамо Р,145,:,1:2,0:1,0:1
147,:,2013-10-01,Ак Барс,Атлант,146,:,1:1,1:0,2:1
148,:,2013-10-01,Торпедо НН,СКА,147,:,2:0,3:2,0:0
149,:,2013-10-01,Витязь,Локомотив,148,:,1:1,0:1,1:1
150,:,2013-10-01,ОХК Динамо М,Северсталь,149,:,3:0,0:1,0:0
151,:,2013-10-02,Нефтехимик,Салават Юлаев,150,1:0,0:2,3:1,0:0
152,:,2013-10-02,Спартак,Барыс,151,:,1:2,0:0,2:2
153,:,2013-10-02,Донбасс,Автомобилист,152,:,0:1,3:1,1:0
154,:,2013-10-02,Динамо Мн,Югра,153,:,2:1,3:1,0:1
155,:,2013-10-02,Медвешчак,Авангард,154,:,0:0,2:0,2:0
156,:,2013-10-03,Металлург Мг,Трактор,119,:,1:0,1:0,1:0
157,:,2013-10-03,Адмирал,Слован,155,:,0:0,2:1,1:0
158,:,2013-10-03,Амур,Лев Пр,156,:,0:0,1:0,2:0
159,:,2013-10-03,Металлург Нк,Динамо Р,157,:,0:1,0:1,0:0
160,:,2013-10-03,Сибирь,ЦСКА,158,:,0:0,3:1,0:1
161,:,2013-10-03,Ак Барс,СКА,160,:,0:0,1:1,0:2
162,:,2013-10-03,Торпедо НН,Атлант,161,:,1:0,0:1,0:2
163,:,2013-10-03,Витязь,Северсталь,162,:,0:1,0:0,3:0
164,:,2013-10-03,ОХК Динамо М,Локомотив,163,:,0:0,0:2,1:1
165,:,2013-10-04,Динамо Мн,Авангард,164,:,3:2,1:1,0:0
166,:,2013-10-05,ОХК Динамо М,Спартак,165,:,1:0,0:1,1:0
167,:,2013-10-06,Автомобилист,Донбасс,166,:,0:2,0:0,0:1
168,:,2013-10-07,Локомотив,Металлург Нк,167,1:0,0:0,0:0,0:0
169,:,2013-10-07,Северсталь,Сибирь,168,:,0:1,1:2,1:0
170,:,2013-10-07,Атлант,Адмирал,169,:,0:1,1:0,1:0
171,:,2013-10-07,СКА,Амур,170,1:0,2:0,1:2,0:1
172,:,2013-10-07,ЦСКА,Салават Юлаев,171,:,2:1,0:1,1:0
173,:,2013-10-07,Лев Пр,Металлург Мг,172,0:1,0:0,2:1,1:2
174,:,2013-10-07,Медвешчак,Нефтехимик,173,:,3:0,3:0,0:0
175,:,2013-10-08,Авангард,ОХК Динамо М,174,:,0:3,0:2,0:1
176,1:0,2013-10-08,Барыс,Витязь,175,0:0,0:0,1:1,1:1
177,:,2013-10-08,Югра,Ак Барс,176,0:1,1:2,1:0,1:1
178,:,2013-10-08,Автомобилист,Торпедо НН,177,:,1:3,0:1,1:0
179,:,2013-10-08,Спартак,Донбасс,178,:,0:0,1:0,1:1
180,:,2013-10-09,Локомотив,Адмирал,179,:,2:0,2:0,0:0
181,:,2013-10-09,Северсталь,Амур,180,:,2:0,0:2,1:0
182,:,2013-10-09,Атлант,Металлург Нк,181,:,1:0,1:0,0:1
183,0:1,2013-10-09,СКА,Сибирь,182,0:0,1:0,0:0,0:1
184,:,2013-10-09,ЦСКА,Трактор,183,:,0:1,0:1,1:1
185,:,2013-10-09,Динамо Мн,Медвешчак,184,0:1,2:1,0:1,0:0
186,:,2013-10-09,Динамо Р,Салават Юлаев,185,:,1:1,1:3,0:1
187,:,2013-10-09,Слован,Металлург Мг,186,1:0,2:1,1:1,0:1
188,:,2013-10-09,Лев Пр,Нефтехимик,187,:,0:0,1:0,1:0
189,:,2013-10-10,Авангард,Витязь,188,:,2:0,0:0,1:1
190,1:0,2013-10-10,Барыс,ОХК Динамо М,189,0:0,0:0,1:2,2:1
191,:,2013-10-10,Югра,Торпедо НН,190,:,2:1,1:2,1:0
192,0:1,2013-10-10,Автомобилист,Ак Барс,191,0:0,1:0,0:2,1:0
193,0:1,2013-10-11,Локомотив,Амур,192,0:0,0:0,0:0,0:0
194,1:0,2013-10-11,Северсталь,Адмирал,193,0:0,1:2,1:1,2:1
195,:,2013-10-11,Атлант,Сибирь,194,0:1,0:1,0:0,1:0
196,:,2013-10-11,СКА,Металлург Нк,195,:,1:0,2:0,1:1
197,1:0,2013-10-11,ЦСКА,Металлург Мг,196,0:0,0:0,0:1,1:0
198,:,2013-10-11,Донбасс,Медвешчак,197,:,1:2,0:1,1:2
199,:,2013-10-11,Динамо Мн,Спартак,198,:,1:1,0:0,2:0
200,:,2013-10-11,Динамо Р,Нефтехимик,199,:,1:0,0:1,1:0
201,1:0,2013-10-11,Слован,Салават Юлаев,200,0:0,1:1,0:0,0:0
202,:,2013-10-11,Лев Пр,Трактор,201,:,2:1,3:0,2:1
203,:,2013-10-12,Авангард,Торпедо НН,202,:,0:1,2:0,3:0
204,:,2013-10-12,Барыс,Ак Барс,203,:,0:1,0:2,0:2
205,:,2013-10-12,Югра,Витязь,204,:,2:1,1:0,0:0
206,:,2013-10-12,Автомобилист,ОХК Динамо М,205,:,0:2,2:0,0:2
207,1:0,2013-10-13,Атлант,Амур,206,0:0,0:1,0:0,1:0
208,0:1,2013-10-13,Локомотив,Сибирь,207,0:0,0:0,0:0,1:1
209,:,2013-10-13,Северсталь,Металлург Нк,208,:,2:1,2:1,1:0
210,:,2013-10-13,СКА,Адмирал,209,:,1:2,0:1,0:0
211,:,2013-10-13,ЦСКА,Нефтехимик,210,:,0:0,2:0,0:1
212,:,2013-10-13,Динамо Мн,Донбасс,211,:,1:2,0:2,1:0
213,:,2013-10-13,Динамо Р,Металлург Мг,212,1:0,0:1,0:1,2:0
214,:,2013-10-13,Слован,Трактор,213,:,1:3,2:1,3:1
215,:,2013-10-13,Лев Пр,Салават Юлаев,214,:,0:1,0:2,2:0
216,0:1,2013-10-13,Медвешчак,Спартак,215,0:0,1:0,1:1,0:1
217,:,2013-10-14,Авангард,Ак Барс,216,0:1,1:2,1:0,0:0
218,:,2013-10-14,Барыс,Торпедо НН,217,:,1:0,1:1,2:1
219,:,2013-10-14,Югра,ОХК Динамо М,218,:,1:0,0:2,0:2
220,1:0,2013-10-14,Автомобилист,Витязь,219,0:0,1:1,0:0,0:0
221,:,2013-10-15,Слован,Лев Пр,220,:,2:0,1:0,2:2
222,:,2013-10-16,Трактор,СКА,221,:,0:2,0:3,0:2
223,:,2013-10-16,Металлург Мг,Атлант,222,:,2:1,1:1,1:1
224,:,2013-10-16,Салават Юлаев,Локомотив,223,:,1:0,1:1,1:0
225,:,2013-10-16,Нефтехимик,Северсталь,224,:,1:0,0:1,0:1
226,:,2013-10-17,Адмирал,Югра,225,:,1:0,1:1,0:2
227,:,2013-10-17,Амур,Автомобилист,226,:,1:1,1:1,1:3
228,:,2013-10-17,Металлург Нк,Барыс,227,:,1:1,1:1,1:3
229,:,2013-10-17,Сибирь,Авангард,228,:,0:1,2:0,0:0
230,:,2013-10-17,Ак Барс,Медвешчак,229,:,2:0,2:1,1:2
231,:,2013-10-17,Торпедо НН,Донбасс,230,:,0:0,0:0,1:0
232,1:0,2013-10-17,Витязь,Динамо Мн,231,0:0,0:0,0:1,1:0
233,:,2013-10-17,Слован,Динамо Р,232,:,1:0,2:3,0:1
234,:,2013-10-18,Трактор,Атлант,233,:,1:1,1:1,0:1
235,:,2013-10-18,Металлург Мг,СКА,234,:,1:1,0:2,0:1
236,:,2013-10-18,Салават Юлаев,Северсталь,235,:,4:1,1:0,3:2
237,:,2013-10-18,Нефтехимик,Локомотив,236,:,1:1,0:0,0:1
238,:,2013-10-19,Адмирал,Автомобилист,237,:,2:0,0:1,0:0
239,:,2013-10-19,Амур,Югра,238,:,1:0,2:2,1:0
240,:,2013-10-19,Металлург Нк,Авангард,239,:,1:1,1:2,2:0
241,:,2013-10-19,Сибирь,Барыс,240,:,1:0,1:2,0:1
242,:,2013-10-19,Ак Барс,Динамо Мн,241,:,2:0,2:0,1:1
243,:,2013-10-19,Торпедо НН,Спартак,242,0:1,0:0,3:1,0:2
244,:,2013-10-19,Витязь,Донбасс,243,:,1:1,1:1,2:0
245,:,2013-10-19,ОХК Динамо М,Медвешчак,244,:,0:1,1:1,3:1
246,:,2013-10-19,Лев Пр,ЦСКА,245,:,0:1,1:0,0:1
247,:,2013-10-20,Трактор,Локомотив,246,:,0:0,2:1,0:0
248,:,2013-10-20,Металлург Мг,Северсталь,247,:,1:1,1:1,2:0
249,:,2013-10-20,Салават Юлаев,СКА,248,:,2:1,0:0,2:1
250,0:1,2013-10-20,Нефтехимик,Атлант,249,0:0,1:2,1:1,1:0
251,:,2013-10-21,Амур,Авангард,250,:,0:3,1:2,1:0
252,:,2013-10-21,Адмирал,Барыс,251,:,0:1,1:1,0:1
253,0:1,2013-10-21,Сибирь,Автомобилист,252,0:0,0:1,1:2,2:0
254,:,2013-10-21,Металлург Нк,Югра,253,:,1:0,0:1,1:0
255,:,2013-10-21,Торпедо НН,Динамо Мн,254,:,2:0,0:0,1:0
256,:,2013-10-21,Ак Барс,Спартак,255,:,0:0,1:0,1:0
257,:,2013-10-21,Витязь,Медвешчак,256,:,1:0,0:0,0:0
258,:,2013-10-21,ОХК Динамо М,Донбасс,257,:,1:1,0:1,0:0
259,:,2013-10-21,Слован,ЦСКА,258,:,1:0,0:0,1:3
260,1:0,2013-10-21,Лев Пр,Динамо Р,259,0:0,1:1,0:0,0:0
261,1:0,2013-10-22,Трактор,Северсталь,260,0:0,1:0,1:1,0:1
262,0:1,2013-10-22,Металлург Мг,Локомотив,261,0:0,1:1,0:0,0:0
263,:,2013-10-22,Салават Юлаев,Атлант,262,:,0:0,0:1,3:0
264,:,2013-10-22,Нефтехимик,СКА,263,:,0:1,1:1,0:1
265,:,2013-10-23,Адмирал,Авангард,264,:,3:0,1:1,0:0
266,:,2013-10-23,Амур,Барыс,265,:,2:1,1:0,0:3
267,:,2013-10-23,Металлург Нк,Автомобилист,266,:,0:0,0:1,1:2
268,:,2013-10-23,Сибирь,Югра,267,:,2:0,2:2,3:0
269,:,2013-10-23,Ак Барс,Донбасс,268,:,0:0,0:0,1:0
270,:,2013-10-23,Торпедо НН,Медвешчак,269,1:0,0:0,1:0,0:1
271,:,2013-10-23,ОХК Динамо М,Динамо Мн,270,:,0:0,1:0,3:0
272,:,2013-10-23,Динамо Р,ЦСКА,271,:,3:1,0:2,1:0
273,:,2013-10-24,Спартак,Витязь,272,1:0,0:1,0:0,2:1
274,:,2013-10-25,ЦСКА,Атлант,273,:,0:2,1:0,0:2
275,1:0,2013-10-25,Динамо Мн,Амур,284,0:0,0:1,1:0,1:1
276,0:1,2013-10-26,Авангард,Трактор,274,0:0,0:1,1:0,0:0
277,:,2013-10-26,Барыс,Металлург Мг,275,:,1:1,0:0,0:1
278,:,2013-10-26,Югра,Нефтехимик,276,:,0:2,1:3,2:1
279,:,2013-10-26,Автомобилист,Салават Юлаев,277,:,1:3,3:0,3:1
280,:,2013-10-26,Локомотив,Лев Пр,278,:,0:1,0:1,0:0
281,:,2013-10-26,Северсталь,Слован,279,:,1:0,1:0,0:0
282,1:0,2013-10-26,СКА,Динамо Р,280,0:0,2:1,0:1,1:1
283,:,2013-10-26,Спартак,Адмирал,281,:,0:0,0:1,1:2
284,:,2013-10-26,Витязь,Металлург Нк,282,1:0,0:0,0:0,0:0
285,:,2013-10-26,ОХК Динамо М,Сибирь,283,:,2:0,2:1,1:0
286,:,2013-10-28,Авангард,Металлург Мг,285,:,2:0,0:2,0:3
287,:,2013-10-28,Барыс,Трактор,286,:,0:0,0:3,1:2
288,:,2013-10-28,Югра,Салават Юлаев,287,:,1:3,2:0,1:2
289,:,2013-10-28,Автомобилист,Нефтехимик,288,:,1:0,1:1,1:1
290,:,2013-10-28,Локомотив,Слован,289,:,2:0,0:0,0:1
291,:,2013-10-28,Северсталь,Лев Пр,290,:,0:0,0:1,2:0
292,0:1,2013-10-28,Атлант,Динамо Р,291,0:0,0:0,0:0,1:1
293,:,2013-10-28,СКА,ЦСКА,292,:,2:0,3:1,0:1
294,:,2013-10-28,Спартак,Металлург Нк,293,:,1:0,2:4,2:0
295,:,2013-10-28,ОХК Динамо М,Торпедо НН,294,:,1:1,1:0,0:0
296,:,2013-10-28,Донбасс,Адмирал,295,:,0:0,2:1,0:0
297,:,2013-10-28,Динамо Мн,Сибирь,296,:,0:1,1:2,1:1
298,:,2013-10-28,Медвешчак,Амур,297,:,0:0,1:0,1:1
299,0:1,2013-10-29,Ак Барс,Витязь,298,0:0,1:0,2:2,1:2
300,1:0,2013-10-30,Авангард,Салават Юлаев,299,0:0,0:0,0:0,1:1
301,:,2013-10-30,Барыс,Нефтехимик,300,:,2:1,2:0,1:0
302,:,2013-10-30,Югра,Металлург Мг,301,:,1:4,1:1,0:0
303,:,2013-10-30,Автомобилист,Трактор,302,:,1:0,1:0,0:0
304,:,2013-10-30,Локомотив,Динамо Р,303,:,0:2,0:0,1:0
305,0:1,2013-10-30,Северсталь,ЦСКА,304,0:0,1:1,1:1,0:0
306,:,2013-10-30,Атлант,Слован,305,:,0:0,0:1,0:0
307,:,2013-10-30,СКА,Лев Пр,306,:,0:0,0:0,5:0
308,:,2013-10-30,Спартак,Сибирь,307,:,0:0,1:0,0:0
309,:,2013-10-30,Донбасс,Амур,308,:,3:1,1:0,1:0
310,:,2013-10-30,Динамо Мн,Металлург Нк,309,:,0:1,2:0,3:1
311,1:0,2013-10-30,Медвешчак,Адмирал,310,0:0,1:0,1:0,0:2
312,:,2013-10-31,Ак Барс,ОХК Динамо М,311,:,1:1,2:0,0:1
313,:,2013-10-31,Торпедо НН,Витязь,312,:,1:0,1:0,3:0
314,:,2013-11-01,Авангард,Нефтехимик,313,:,1:0,3:2,0:0
315,:,2013-11-01,Барыс,Салават Юлаев,314,:,2:0,0:2,1:0
316,:,2013-11-01,Югра,Трактор,315,0:1,0:0,1:2,2:1
317,1:0,2013-11-01,Автомобилист,Металлург Мг,316,0:0,1:0,3:2,0:2
318,:,2013-11-01,Локомотив,ЦСКА,317,:,1:1,0:0,0:2
319,:,2013-11-01,Северсталь,Динамо Р,318,:,0:1,0:0,0:0
320,:,2013-11-01,Атлант,Лев Пр,319,:,0:1,0:2,0:1
321,:,2013-11-01,СКА,Слован,320,:,1:1,2:0,1:1
322,:,2013-11-01,Спартак,Амур,321,:,0:0,0:0,1:0
323,:,2013-11-01,Донбасс,Сибирь,322,:,0:0,1:1,0:1
324,0:1,2013-11-01,Динамо Мн,Адмирал,323,0:0,2:1,1:1,0:1
325,1:0,2013-11-01,Медвешчак,Металлург Нк,324,0:0,1:0,1:2,1:1
326,:,2013-11-03,Авангард,Автомобилист,689,:,0:1,0:1,1:0
327,:,2013-11-03,Ак Барс,ЦСКА,691,:,1:0,1:0,2:1
328,:,2013-11-13,Адмирал,Ак Барс,325,:,0:0,2:1,1:1
329,0:1,2013-11-13,Амур,Торпедо НН,326,0:0,0:0,0:1,1:0
330,:,2013-11-13,Металлург Нк,Витязь,327,:,0:0,0:2,0:0
331,:,2013-11-13,Сибирь,ОХК Динамо М,328,:,0:0,0:0,1:0
332,:,2013-11-13,Трактор,Донбасс,329,:,0:0,0:0,0:1
333,:,2013-11-13,Металлург Мг,Динамо Мн,330,:,1:0,1:0,1:0
334,:,2013-11-13,Салават Юлаев,Спартак,331,0:1,1:1,0:0,0:0
335,1:0,2013-11-13,Нефтехимик,Медвешчак,332,0:0,1:0,1:2,0:0
336,:,2013-11-13,ЦСКА,Авангард,333,:,0:0,1:1,2:0
337,1:0,2013-11-13,Динамо Р,Барыс,334,0:0,1:0,1:2,0:0
338,1:0,2013-11-13,Слован,Югра,335,0:0,0:1,0:1,2:0
339,:,2013-11-13,Лев Пр,Автомобилист,336,1:0,1:0,1:1,0:1
340,:,2013-11-14,Локомотив,СКА,337,:,0:0,0:0,2:0
341,1:0,2013-11-14,Атлант,Северсталь,338,0:0,1:1,0:0,1:1
342,:,2013-11-15,Адмирал,Торпедо НН,339,:,0:0,3:0,2:0
