,Буллиты,Дата,Команда_1,Команда_2,Номер,Овертайм,Период_1,Период_2,Период_3
345,:,2015-10-25,Витязь,Локомотив,346,:,0:1,1:0,1:2
346,:,2015-10-25,Динамо Мск,ХК Сочи,347,:,1:2,1:0,0:2
347,:,2015-10-26,Металлург Нк,Сибирь,348,:,0:0,1:0,0:2
348,:,2015-10-26,Авангард,СКА,349,:,0:1,0:0,1:3
349,:,2015-10-26,Металлург Мг,Амур,350,:,2:0,0:0,1:0
350,:,2015-10-26,Салават Юлаев,Адмирал,351,:,2:3,2:2,1:1
351,0:1,2015-10-26,Динамо Мн,Слован,352,0:0,1:1,1:2,1:0
352,:,2015-10-26,ЦСКА,Северсталь,353,:,2:0,2:1,3:0
353,:,2015-10-26,Барыс,Спартак,373,1:0,1:0,1:3,1:0
354,:,2015-10-27,Трактор,Локомотив,354,:,0:0,1:0,1:1
355,1:0,2015-10-27,Нефтехимик,ХК Сочи,355,0:0,0:0,0:0,1:1
356,:,2015-10-27,Йокерит,Автомобилист,356,:,1:1,1:0,2:0
357,:,2015-10-27,Динамо Р,Югра,357,:,4:0,2:1,1:0
358,0:1,2015-10-28,Металлург Нк,Амур,358,0:0,0:1,1:0,1:1
359,:,2015-10-28,Авангард,Спартак,359,0:1,2:0,0:0,0:2
360,:,2015-10-28,Барыс,СКА,360,:,1:1,1:1,2:0
361,:,2015-10-28,Сибирь,Адмирал,361,:,2:0,0:0,0:0
362,:,2015-10-28,Северсталь,Витязь,362,:,1:3,0:0,1:0
363,:,2015-10-28,Динамо Мн,Металлург Мг,363,:,2:3,2:1,2:0
364,:,2015-10-28,Слован,Лада,364,:,0:2,0:2,2:1
365,:,2015-10-28,Торпедо НН,Салават Юлаев,365,0:1,1:0,0:0,1:2
366,:,2015-10-28,ЦСКА,Динамо Мск,366,:,2:0,1:2,0:0
367,:,2015-10-28,Медвешчак,Ак Барс,367,:,0:2,0:1,3:1
368,:,2015-10-29,Трактор,ХК Сочи,368,:,3:0,2:3,0:0
369,:,2015-10-29,Нефтехимик,Локомотив,369,:,2:0,1:2,1:1
370,:,2015-10-29,Йокерит,Югра,370,:,1:1,2:0,3:0
371,:,2015-10-29,Динамо Р,Автомобилист,371,1:0,0:2,2:2,2:0
372,0:1,2015-10-30,Металлург Нк,Адмирал,372,0:0,1:1,1:0,1:2
373,:,2015-10-30,Сибирь,Амур,374,:,0:1,0:0,2:0
374,:,2015-10-30,Северсталь,Динамо Мск,375,:,1:0,0:0,3:2
375,:,2015-10-30,Динамо Мн,Салават Юлаев,376,:,0:2,1:1,0:2
376,0:1,2015-10-30,Слован,Ак Барс,377,0:0,0:1,1:0,0:0
377,:,2015-10-30,Торпедо НН,Металлург Мг,378,:,1:1,0:1,1:2
378,:,2015-10-30,Медвешчак,Лада,379,:,0:1,1:2,0:1
379,0:1,2015-10-31,Йокерит,Динамо Р,380,0:0,0:0,5:0,0:5
380,:,2015-11-01,Медвешчак,Слован,381,:,2:0,1:1,3:1
381,1:0,2015-11-01,Динамо Мск,Спартак,645,0:0,2:0,1:4,1:0
382,:,2015-11-02,Динамо Мн,Динамо Р,382,:,1:0,1:0,0:0
383,:,2015-11-10,Авангард,Йокерит,383,:,0:1,0:0,0:0
384,:,2015-11-10,Автомобилист,Трактор,384,:,0:2,4:0,1:0
385,:,2015-11-10,Барыс,Динамо Р,385,:,0:0,1:0,4:1
386,:,2015-11-10,Сибирь,Металлург Нк,386,:,0:0,2:4,4:0
387,:,2015-11-10,Югра,Нефтехимик,387,:,2:0,0:1,0:0
388,:,2015-11-10,Лада,Металлург Мг,388,:,1:2,0:4,0:1
389,:,2015-11-10,Ак Барс,Салават Юлаев,389,:,1:1,0:1,2:0
390,:,2015-11-10,Динамо Мн,Медвешчак,390,:,0:1,1:1,0:2
391,0:1,2015-11-10,Локомотив,Северсталь,391,0:0,0:0,1:0,0:1
392,:,2015-11-10,СКА,Динамо Мск,392,:,1:2,1:0,1:0
393,:,2015-11-10,Спартак,Витязь,393,:,0:0,2:0,0:1
394,:,2015-11-10,Торпедо НН,Слован,394,:,3:0,2:1,0:2
395,:,2015-11-10,ХК Сочи,ЦСКА,395,:,2:0,0:1,0:3
396,:,2015-11-12,Металлург Нк,Адмирал,396,:,0:2,0:0,0:0
397,0:1,2015-11-12,Авангард,Динамо Р,397,0:0,1:0,0:1,1:1
398,:,2015-11-12,Автомобилист,Нефтехимик,398,:,0:3,0:0,0:1
399,:,2015-11-12,Барыс,Йокерит,399,:,2:0,0:0,0:0
400,:,2015-11-12,Сибирь,Амур,400,:,0:3,0:0,0:4
401,:,2015-11-12,Югра,Трактор,401,:,0:0,3:0,0:1
402,:,2015-11-12,Лада,Салават Юлаев,402,:,2:0,0:0,1:0
403,0:1,2015-11-12,Ак Барс,Металлург Мг,403,0:0,1:1,1:0,0:1
404,:,2015-11-12,Динамо Мн,Слован,404,:,1:0,1:0,0:1
405,:,2015-11-12,Локомотив,ЦСКА,405,:,0:1,0:1,0:0
406,:,2015-11-12,СКА,Витязь,406,:,2:0,0:2,3:1
407,:,2015-11-12,Спартак,Динамо Мск,407,:,0:1,0:1,0:1
408,:,2015-11-12,Торпедо НН,Медвешчак,408,:,4:1,0:1,1:0
409,:,2015-11-12,ХК Сочи,Северсталь,409,:,1:0,2:0,1:1
410,:,2015-11-14,Авангард,Амур,410,:,2:0,1:0,0:0
411,0:1,2015-11-14,Автомобилист,Йокерит,411,0:0,0:0,2:1,1:2
412,:,2015-11-14,Барыс,Адмирал,412,:,1:1,0:1,3:1
413,:,2015-11-14,Югра,Динамо Р,413,:,1:0,1:1,0:0
414,:,2015-11-14,Динамо Мн,Динамо Мск,414,:,0:1,0:0,1:1
415,1:0,2015-11-14,Слован,ЦСКА,415,0:0,0:0,1:0,1:2
416,:,2015-11-14,Торпедо НН,Витязь,416,:,0:1,3:0,0:0
417,:,2015-11-14,Медвешчак,Северсталь,417,:,1:1,3:0,0:1
418,:,2015-11-15,Металлург Нк,Сибирь,418,:,0:1,1:0,2:0
419,:,2015-11-15,Металлург Мг,Локомотив,419,:,1:1,3:0,0:0
420,:,2015-11-15,Трактор,Ак Барс,420,:,0:0,1:1,0:1
421,:,2015-11-15,Нефтехимик,Лада,421,:,1:2,0:1,1:2
422,:,2015-11-15,Спартак,ХК Сочи,422,:,0:1,1:1,1:1
423,0:1,2015-11-16,Автомобилист,Динамо Р,423,0:0,1:0,0:1,1:1
424,:,2015-11-16,Югра,Йокерит,424,:,1:0,0:2,1:2
425,:,2015-11-16,Динамо Мн,Витязь,425,:,2:0,1:1,0:1
426,:,2015-11-16,Слован,Северсталь,426,:,2:2,2:1,1:1
427,0:1,2015-11-16,Торпедо НН,Динамо Мск,427,0:0,0:1,2:0,0:1
428,:,2015-11-16,Медвешчак,ЦСКА,428,1:0,0:0,0:0,0:0
429,:,2015-11-17,Амур,Металлург Нк,429,:,0:1,1:1,2:2
430,:,2015-11-17,Адмирал,Сибирь,430,:,1:0,1:1,2:1
431,:,2015-11-17,Металлург Мг,ХК Сочи,431,:,1:1,1:1,1:0
432,:,2015-11-17,Салават Юлаев,Локомотив,432,:,0:0,0:3,2:1
433,1:0,2015-11-17,Трактор,Лада,433,0:0,0:1,2:0,0:1
434,1:0,2015-11-17,Нефтехимик,Ак Барс,434,0:0,1:0,0:1,1:1
435,:,2015-11-17,СКА,Авангард,435,:,0:0,1:3,0:0
436,:,2015-11-17,Спартак,Барыс,436,:,0:2,1:1,1:2
437,:,2015-11-19,Амур,Сибирь,437,:,0:0,0:2,0:1
438,:,2015-11-19,Адмирал,Металлург Нк,438,:,1:0,0:0,1:1
439,0:1,2015-11-19,Металлург Мг,Ак Барс,439,0:0,0:0,1:0,0:1
440,:,2015-11-19,Салават Юлаев,Лада,440,:,1:1,2:0,2:0
441,:,2015-11-19,Северсталь,Медвешчак,441,:,1:0,1:0,2:0
442,:,2015-11-19,Йокерит,Авангард,442,0:1,1:0,0:2,1:0
443,:,2015-11-19,Локомотив,Автомобилист,443,:,3:3,2:1,2:0
444,:,2015-11-19,СКА,Барыс,444,:,2:1,2:0,1:0
445,:,2015-11-19,ХК Сочи,Югра,445,:,0:0,1:1,4:0
446,:,2015-11-19,ЦСКА,Слован,446,:,0:0,0:1,0:1
447,0:1,2015-11-20,Амур,Сибирь,447,0:0,0:1,1:0,0:0
448,:,2015-11-20,Адмирал,Металлург Нк,448,:,1:0,0:0,1:0
449,1:0,2015-11-20,Трактор,Нефтехимик,449,0:0,1:0,0:1,0:0
450,0:1,2015-11-20,Витязь,Торпедо НН,450,0:0,1:2,2:1,0:0
451,:,2015-11-20,Динамо Мск,Динамо Мн,451,:,1:0,3:0,0:0
452,1:0,2015-11-21,Металлург Мг,Лада,452,0:0,0:0,1:1,1:1
453,:,2015-11-21,Салават Юлаев,Ак Барс,453,:,2:0,1:2,1:0
454,:,2015-11-21,Северсталь,Слован,454,:,0:1,0:1,1:0
455,:,2015-11-21,Йокерит,Барыс,455,:,0:0,0:0,2:0
456,:,2015-11-21,Локомотив,Югра,456,:,1:1,0:0,2:0
457,:,2015-11-21,Спартак,Авангард,457,:,1:1,1:0,1:0
458,:,2015-11-21,ХК Сочи,Автомобилист,458,0:1,2:1,1:0,2:4
459,:,2015-11-21,ЦСКА,Медвешчак,459,:,1:0,1:1,1:0
460,:,2015-11-22,Нефтехимик,Трактор,460,:,2:0,1:0,0:0
461,:,2015-11-22,Витязь,Динамо Мн,461,:,1:1,1:1,0:2
462,:,2015-11-22,Динамо Мск,Торпедо НН,462,0:1,1:2,1:0,0:0
463,:,2015-11-23,Автомобилист,Югра,463,:,1:1,0:0,2:0
464,:,2015-11-23,Сибирь,Авангард,464,1:0,0:0,0:1,1:0
465,:,2015-11-24,Лада,Спартак,465,:,0:2,1:0,0:0
466,:,2015-11-24,Северсталь,Амур,466,:,1:2,0:0,0:2
467,:,2015-11-24,Ак Барс,СКА,467,:,1:0,0:1,2:1
468,:,2015-11-24,Йокерит,Локомотив,468,:,2:0,0:0,1:1
469,:,2015-11-24,Слован,Динамо Мн,469,:,1:0,0:1,3:0
470,:,2015-11-24,ЦСКА,Адмирал,470,:,2:0,1:0,2:1
471,:,2015-11-24,Динамо Р,ХК Сочи,471,:,0:1,0:0,1:1
472,:,2015-11-24,Медвешчак,Торпедо НН,472,:,1:0,1:1,0:0
473,:,2015-11-25,Металлург Нк,Салават Юлаев,473,:,1:1,0:3,1:0
474,:,2015-11-25,Автомобилист,Витязь,474,:,1:0,2:2,0:0
475,:,2015-11-25,Трактор,Металлург Мг,475,:,0:2,0:1,1:1
476,:,2015-11-25,Нефтехимик,Динамо Мск,476,:,3:1,1:1,1:1
477,:,2015-11-26,Лада,СКА,477,0:1,1:1,1:0,0:1
478,0:1,2015-11-26,Северсталь,Адмирал,478,0:0,1:1,2:3,1:0
479,:,2015-11-26,Ак Барс,Спартак,479,:,0:1,3:0,3:0
480,:,2015-11-26,Йокерит,ХК Сочи,480,:,1:0,1:3,0:2
481,:,2015-11-26,ЦСКА,Амур,481,:,0:0,0:0,2:0
482,:,2015-11-26,Динамо Р,Локомотив,482,:,0:1,0:1,0:1
483,:,2015-11-27,Автомобилист,Динамо Мск,483,:,0:1,0:1,1:2
484,:,2015-11-27,Барыс,Салават Юлаев,484,:,0:2,0:0,1:2
485,:,2015-11-27,Трактор,Витязь,485,:,2:1,1:0,1:0
486,:,2015-11-27,Нефтехимик,Металлург Мг,486,0:1,0:1,1:0,1:1
487,:,2015-11-28,Северсталь,Металлург Нк,487,:,0:1,1:1,0:1
488,:,2015-11-28,Динамо Мн,Адмирал,488,:,0:1,4:0,1:2
489,:,2015-11-28,Локомотив,СКА,489,:,0:2,2:1,0:0
490,1:0,2015-11-28,Торпедо НН,Амур,490,0:0,0:1,1:0,0:0
491,:,2015-11-28,ХК Сочи,Спартак,491,:,1:0,1:1,0:0
492,:,2015-11-28,ЦСКА,Сибирь,492,:,2:0,0:1,1:0
493,1:0,2015-11-29,Авангард,Динамо Мск,493,0:0,0:0,2:1,0:1
494,:,2015-11-29,Автомобилист,Медвешчак,494,:,0:0,0:1,0:0
495,:,2015-11-29,Барыс,Витязь,495,:,1:0,1:0,2:1
496,:,2015-11-29,Трактор,Салават Юлаев,496,:,0:0,1:1,0:2
497,:,2015-11-29,Югра,Слован,497,:,0:0,1:1,0:2
498,:,2015-11-29,Йокерит,Ак Барс,498,:,1:0,0:0,1:1
499,:,2015-11-29,Динамо Р,Лада,499,:,1:0,1:0,0:0
500,:,2015-11-30,Металлург Мг,Нефтехимик,500,:,0:0,2:0,3:0
501,:,2015-11-30,Северсталь,Сибирь,501,:,0:0,1:1,0:1
502,:,2015-11-30,Динамо Мн,Амур,502,:,0:1,1:0,2:0
503,1:0,2015-11-30,Локомотив,Спартак,503,0:0,2:1,0:1,1:1
504,0:1,2015-11-30,Торпедо НН,Адмирал,504,0:0,1:0,1:0,0:2
505,:,2015-11-30,ХК Сочи,СКА,505,0:1,1:0,1:1,0:1
506,:,2015-11-30,ЦСКА,Металлург Нк,506,:,2:0,0:0,1:0
507,:,2015-12-01,Авангард,Витязь,507,:,1:1,0:0,2:0
508,:,2015-12-01,Автомобилист,Слован,508,:,2:2,2:0,0:1
509,1:0,2015-12-01,Барыс,Динамо Мск,509,0:0,0:0,0:0,1:1
510,:,2015-12-01,Югра,Медвешчак,510,:,0:0,2:1,2:0
511,:,2015-12-01,Йокерит,Лада,511,:,0:2,0:1,1:0
512,:,2015-12-02,Салават Юлаев,Металлург Мг,512,:,2:0,3:1,1:1
513,:,2015-12-02,Динамо Мн,Сибирь,513,0:1,0:1,0:0,2:1
514,:,2015-12-02,Торпедо НН,Металлург Нк,514,:,0:0,1:2,1:2
515,:,2015-12-02,СКА,Спартак,613,:,1:0,3:0,1:0
516,:,2015-12-03,Авангард,Медвешчак,515,:,2:0,2:1,2:2
517,:,2015-12-03,Барыс,Слован,516,1:0,2:2,2:2,0:0
518,:,2015-12-03,Ак Барс,Йокерит,517,:,1:0,2:1,1:0
519,:,2015-12-03,Локомотив,Северсталь,518,:,0:1,1:0,2:0
520,:,2015-12-03,ХК Сочи,Динамо Р,519,0:1,0:0,1:1,0:0
521,:,2015-12-04,Амур,Автомобилист,520,:,0:0,2:0,0:1
522,:,2015-12-04,Адмирал,Югра,521,:,1:0,2:3,1:0
523,1:0,2015-12-04,Динамо Мн,Металлург Нк,522,0:0,3:1,1:2,0:1
524,:,2015-12-04,СКА,Трактор,523,1:0,1:1,1:1,0:0
525,:,2015-12-04,Спартак,Нефтехимик,524,:,1:1,2:1,0:3
526,1:0,2015-12-04,Торпедо НН,Сибирь,525,0:0,2:1,0:1,0:0
527,:,2015-12-05,Авангард,Слован,526,:,2:0,2:1,1:2
528,:,2015-12-05,Барыс,Медвешчак,527,:,1:1,4:0,1:0
529,:,2015-12-05,Лада,Йокерит,528,:,0:2,1:1,0:0
530,:,2015-12-05,Ак Барс,Динамо Р,529,:,1:1,1:1,0:1
531,:,2015-12-05,Витязь,Северсталь,530,1:0,2:0,0:2,0:0
532,1:0,2015-12-05,Динамо Мск,ЦСКА,531,0:0,0:1,0:0,1:0
533,:,2015-12-05,ХК Сочи,Салават Юлаев,532,:,5:1,2:3,0:1
534,:,2015-12-06,Амур,Югра,533,1:0,0:0,1:0,1:2
535,:,2015-12-06,Адмирал,Автомобилист,534,:,2:0,1:0,0:2
536,:,2015-12-06,СКА,Нефтехимик,535,1:0,0:0,1:1,0:0
537,:,2015-12-06,Спартак,Трактор,536,:,1:0,2:1,2:0
538,:,2015-12-07,Ак Барс,Торпедо НН,537,:,1:0,1:0,0:1
539,:,2015-12-07,Витязь,ЦСКА,538,:,1:1,0:1,0:0
540,:,2015-12-07,Динамо Мск,Северсталь,539,:,2:0,1:1,1:1
541,:,2015-12-07,Локомотив,Салават Юлаев,540,:,0:0,0:1,1:2
542,:,2015-12-07,ХК Сочи,Металлург Мг,541,:,1:0,1:1,0:0
543,:,2015-12-08,Амур,Барыс,542,:,1:0,1:1,1:1
544,:,2015-12-08,Адмирал,Авангард,543,:,0:0,0:1,0:0
545,:,2015-12-08,Металлург Нк,Югра,544,:,0:2,1:0,1:1
546,:,2015-12-08,Сибирь,Автомобилист,545,:,0:0,2:2,2:0
547,:,2015-12-08,Йокерит,Нефтехимик,546,1:0,1:1,2:3,2:1
548,0:1,2015-12-08,Динамо Р,Трактор,547,0:0,0:1,1:1,1:0
549,:,2015-12-09,Витязь,Лада,548,:,0:0,0:0,0:2
550,:,2015-12-09,Динамо Мн,ЦСКА,549,:,0:1,0:1,1:1
551,:,2015-12-09,Динамо Мск,Ак Барс,550,:,0:1,0:1,0:0
552,:,2015-12-09,СКА,Салават Юлаев,551,:,2:1,0:2,3:0
553,:,2015-12-09,Слован,ХК Сочи,552,:,2:1,1:3,1:1
554,1:0,2015-12-09,Спартак,Металлург Мг,553,0:0,1:2,0:0,1:0
555,:,2015-12-09,Торпедо НН,Северсталь,554,:,3:0,0:0,0:1
556,:,2015-12-09,Медвешчак,Локомотив,555,0:1,0:0,0:0,1:1
557,:,2015-12-10,Амур,Авангард,556,:,0:0,0:0,2:0
558,:,2015-12-10,Адмирал,Барыс,557,:,1:0,2:0,1:2
559,:,2015-12-10,Металлург Нк,Автомобилист,558,:,1:2,0:1,1:0
560,:,2015-12-10,Сибирь,Югра,559,:,3:0,1:2,1:0
561,1:0,2015-12-10,Йокерит,Трактор,560,0:0,2:2,1:2,1:0
562,:,2015-12-10,Динамо Р,Нефтехимик,561,:,0:1,2:0,2:0
563,:,2015-12-11,Амур,Авангард,562,:,0:0,0:3,2:1
564,:,2015-12-11,Адмирал,Барыс,563,:,2:0,3:1,1:2
565,:,2015-12-11,Северсталь,Динамо Мн,564,:,0:3,0:1,0:1
566,:,2015-12-11,Витязь,Ак Барс,565,:,1:0,0:2,2:0
567,0:1,2015-12-11,Динамо Мск,Лада,566,0:0,1:1,0:0,0:0
568,:,2015-12-11,СКА,Металлург Мг,567,:,1:0,2:2,2:1
569,:,2015-12-11,Слован,Локомотив,568,:,0:1,0:0,0:0
570,:,2015-12-11,Спартак,Салават Юлаев,569,:,0:0,0:1,3:0
571,:,2015-12-11,Торпедо НН,ЦСКА,570,:,0:1,0:0,0:2
572,1:0,2015-12-11,Медвешчак,ХК Сочи,571,0:0,0:0,0:1,2:1
573,:,2015-12-13,Динамо Р,Динамо Мн,572,:,0:2,2:1,1:2
574,:,2015-12-14,Йокерит,Медвешчак,573,:,1:0,1:1,2:0
575,:,2015-12-22,Металлург Нк,Барыс,574,:,0:3,2:2,0:1
576,:,2015-12-22,Металлург Мг,Витязь,575,:,0:1,1:0,3:1
577,:,2015-12-22,Салават Юлаев,Динамо Мск,576,:,0:0,1:0,1:0
578,:,2015-12-22,Сибирь,Авангард,577,:,0:2,0:0,0:1
579,:,2015-12-22,Югра,Автомобилист,578,:,1:2,2:0,0:0
580,:,2015-12-22,Слован,Динамо Мн,579,:,1:0,1:2,2:0
581,:,2015-12-22,Спартак,Йокерит,580,:,0:2,0:0,1:1
582,:,2015-12-22,Торпедо НН,СКА,581,1:0,1:2,1:2,3:1
583,:,2015-12-22,Медвешчак,Динамо Р,582,:,0:0,0:1,0:2
584,1:0,2015-12-23,Северсталь,Лада,583,0:0,1:0,1:0,1:3
585,:,2015-12-23,Локомотив,Амур,584,:,1:0,0:0,3:1
586,:,2015-12-23,ХК Сочи,Адмирал,585,:,0:0,1:3,0:1
587,:,2015-12-23,ЦСКА,Ак Барс,586,:,2:1,0:0,0:0
588,0:1,2015-12-24,Металлург Нк,Авангард,587,0:0,1:2,1:0,1:1
589,:,2015-12-24,Металлург Мг,СКА,588,:,1:2,0:3,3:0
590,:,2015-12-24,Салават Юлаев,Спартак,589,:,0:1,0:1,1:0
591,:,2015-12-24,Сибирь,Барыс,590,:,1:1,2:0,2:0
592,:,2015-12-24,Трактор,Динамо Мск,591,1:0,0:1,2:1,1:1
593,:,2015-12-24,Югра,Витязь,592,:,0:1,2:1,0:1
594,:,2015-12-24,Медвешчак,Динамо Мн,593,1:0,1:1,0:1,1:0
595,:,2015-12-25,Северсталь,Ак Барс,594,0:1,2:1,1:2,0:0
596,:,2015-12-25,Локомотив,Адмирал,595,:,1:0,2:0,0:0
597,:,2015-12-25,ХК Сочи,Амур,596,:,2:3,0:0,4:1
598,:,2015-12-25,ЦСКА,Лада,597,:,1:1,0:1,0:0
599,:,2015-12-26,Металлург Мг,Спартак,598,:,3:0,1:0,0:0
600,:,2015-12-26,Салават Юлаев,СКА,599,1:0,0:0,1:0,0:1
601,:,2015-12-26,Югра,Динамо Мск,600,:,0:1,0:3,2:1
602,:,2015-12-26,Нефтехимик,Витязь,601,:,3:0,0:3,2:0
603,:,2015-12-26,Слован,Торпедо НН,602,:,1:0,1:0,1:0
604,:,2015-12-27,Авангард,ЦСКА,603,:,0:0,0:0,0:3
605,:,2015-12-27,Барыс,Северсталь,604,1:0,2:0,1:1,0:2
606,:,2015-12-27,Лада,Амур,605,:,0:1,1:0,3:0
607,:,2015-12-27,Ак Барс,Адмирал,606,:,1:1,0:1,1:1
608,:,2015-12-27,Локомотив,Сибирь,607,:,2:0,0:0,0:0
609,:,2015-12-27,ХК Сочи,Металлург Нк,608,0:1,1:1,0:0,1:1
610,:,2015-12-28,Металлург Мг,Динамо Мск,609,:,1:1,0:0,1:0
611,:,2015-12-28,Салават Юлаев,Витязь,610,:,0:0,2:0,1:0
612,1:0,2015-12-28,Трактор,Медвешчак,611,0:0,1:0,0:0,0:1
613,0:1,2015-12-28,Нефтехимик,Слован,612,0:0,0:0,0:0,0:0
614,:,2015-12-28,Динамо Р,Торпедо НН,614,:,0:2,0:0,1:2
615,:,2015-12-29,Авангард,Северсталь,615,:,0:0,1:0,3:0
616,:,2015-12-29,Барыс,ЦСКА,616,:,2:0,1:2,1:1
617,:,2015-12-29,Лада,Адмирал,617,:,0:0,1:2,0:3
618,:,2015-12-29,Ак Барс,Амур,618,:,1:0,0:0,0:0
619,:,2015-12-29,Локомотив,Металлург Нк,619,:,1:1,1:1,1:0
620,:,2015-12-29,ХК Сочи,Сибирь,620,:,2:1,0:1,1:0
621,0:1,2015-12-30,Трактор,Слован,621,0:0,1:1,0:0,0:0
622,:,2015-12-30,Нефтехимик,Медвешчак,622,:,1:0,1:2,0:2
623,:,2015-12-30,Витязь,Спартак,624,:,2:2,1:2,0:2
624,1:0,2016-01-03,Барыс,Югра,623,0:0,1:1,0:1,1:0
625,:,2016-01-04,Амур,Металлург Мг,625,:,0:0,0:1,0:0
626,:,2016-01-04,Адмирал,Салават Юлаев,626,:,0:3,1:0,1:1
627,:,2016-01-04,Металлург Нк,Нефтехимик,627,0:1,0:0,1:0,0:1
628,:,2016-01-04,Сибирь,Трактор,628,:,0:0,1:1,2:0
629,:,2016-01-04,Северсталь,Локомотив,629,:,1:0,0:2,0:0
630,:,2016-01-04,Динамо Мн,Ак Барс,630,:,1:1,1:2,0:1
631,:,2016-01-04,Динамо Мск,СКА,631,:,1:1,2:0,2:0
632,:,2016-01-04,Торпедо НН,Лада,632,:,2:0,2:0,0:0
633,:,2016-01-04,ЦСКА,ХК Сочи,633,:,0:0,1:1,0:1
634,0:1,2016-01-04,Динамо Р,Слован,634,0:0,0:1,1:0,0:0
635,:,2016-01-04,Медвешчак,Йокерит,635,:,1:0,0:3,1:1
636,:,2016-01-05,Авангард,Югра,636,0:1,1:0,0:0,0:1
637,:,2016-01-05,Барыс,Автомобилист,637,:,0:2,2:0,2:1
638,:,2016-01-06,Амур,Салават Юлаев,638,1:0,1:1,3:2,0:1
639,:,2016-01-06,Адмирал,Металлург Мг,639,:,1:0,1:0,0:0
640,:,2016-01-06,Металлург Нк,Трактор,640,:,1:1,0:0,1:2
641,:,2016-01-06,Сибирь,Нефтехимик,641,:,0:0,0:0,2:1
642,1:0,2016-01-06,Северсталь,ХК Сочи,642,0:0,1:0,1:0,0:2
643,:,2016-01-06,Витязь,СКА,643,:,2:0,0:2,0:2
644,0:1,2016-01-06,Динамо Мн,Лада,644,0:0,1:0,1:2,0:0
645,:,2016-01-06,Слован,Йокерит,646,:,1:0,1:1,2:1
646,1:0,2016-01-06,Торпедо НН,Ак Барс,647,0:0,0:0,0:1,2:1
647,:,2016-01-06,ЦСКА,Локомотив,648,:,3:0,1:0,0:0
648,:,2016-01-06,Динамо Р,Медвешчак,649,:,0:1,0:1,2:3
649,:,2016-01-07,Авангард,Автомобилист,650,:,2:0,0:0,1:0
650,:,2016-01-08,Амур,Трактор,651,:,4:0,1:2,0:1
651,:,2016-01-08,Адмирал,Нефтехимик,652,:,0:0,2:1,1:0
652,:,2016-01-08,Металлург Нк,Металлург Мг,653,:,0:1,0:2,3:4
653,1:0,2016-01-08,Сибирь,Салават Юлаев,654,0:0,0:2,2:0,2:2
654,:,2016-01-08,Витязь,Динамо Р,655,:,1:1,0:0,0:2
655,:,2016-01-08,Динамо Мн,Локомотив,656,:,0:0,0:0,1:0
656,0:1,2016-01-08,Йокерит,Динамо Мск,657,0:0,1:0,1:1,0:1
657,:,2016-01-08,Торпедо НН,ХК Сочи,658,:,3:1,1:0,1:0
658,:,2016-01-08,ЦСКА,СКА,659,:,0:2,2:0,2:0
659,:,2016-01-08,Медвешчак,Спартак,660,:,1:1,0:1,0:0
660,:,2016-01-09,Автомобилист,Северсталь,661,:,0:1,0:0,0:1
661,:,2016-01-09,Лада,Авангард,662,:,0:0,0:1,0:1
662,:,2016-01-10,Амур,Нефтехимик,663,:,0:1,1:2,1:0
663,:,2016-01-10,Адмирал,Трактор,664,1:0,1:1,2:1,0:1
664,:,2016-01-10,Металлург Нк,Салават Юлаев,665,:,0:3,1:1,0:1
665,:,2016-01-10,Сибирь,Металлург Мг,666,:,1:0,0:1,1:5
666,:,2016-01-10,Витязь,Йокерит,667,:,0:1,1:1,0:1
667,0:1,2016-01-10,Динамо Мн,ХК Сочи,668,0:0,0:0,0:0,2:2
668,:,2016-01-10,Динамо Мск,Динамо Р,669,:,0:0,1:0,1:1
669,0:1,2016-01-11,Автомобилист,ЦСКА,670,0:0,1:1,0:0,0:0
670,:,2016-01-11,Югра,Северсталь,671,:,0:0,1:1,0:1
671,:,2016-01-11,Лада,Барыс,672,:,1:1,0:1,0:2
672,:,2016-01-11,Ак Барс,Авангард,673,:,0:1,0:1,0:1
673,:,2016-01-11,Локомотив,Торпедо НН,674,:,0:0,0:0,3:0
674,:,2016-01-11,СКА,Медвешчак,675,:,0:0,2:0,3:3
675,:,2016-01-11,Спартак,Слован,676,:,0:2,0:1,0:1
676,:,2016-01-12,Динамо Мск,Йокерит,677,:,2:0,1:2,0:0
677,:,2016-01-13,Металлург Мг,Динамо Мн,678,:,1:1,1:0,3:0
678,:,2016-01-13,Салават Юлаев,Торпедо НН,679,:,0:0,1:2,0:1
679,:,2016-01-13,Трактор,ЦСКА,680,:,0:1,0:2,0:0
680,:,2016-01-13,Лада,Югра,681,:,1:1,2:1,2:0
681,:,2016-01-13,Нефтехимик,Северсталь,682,:,2:0,1:0,0:0
682,:,2016-01-13,Ак Барс,Автомобилист,683,:,1:0,0:2,0:0
683,:,2016-01-13,Локомотив,Барыс,684,:,0:0,1:0,3:1
684,:,2016-01-13,СКА,Слован,685,:,1:0,1:0,1:2
685,:,2016-01-13,Спартак,Медвешчак,686,:,0:1,1:3,0:0
686,:,2016-01-13,Динамо Р,Авангард,687,:,1:0,0:2,0:0
687,:,2016-01-14,ХК Сочи,Витязь,688,:,2:1,1:0,2:3
688,1:0,2016-01-15,Металлург Мг,Торпедо НН,689,0:0,0:1,1:0,0:0
689,:,2016-01-15,Салават Юлаев,Динамо Мн,690,:,1:1,2:0,1:2
690,:,2016-01-15,Трактор,Северсталь,691,:,2:0,0:1,0:0
