,Буллиты,Дата,Команда_1,Команда_2,Номер,Овертайм,Период_1,Период_2,Период_3
48,:,2015-09-01,Нефтехимик,Авангард,49,:,0:0,0:3,1:1
49,:,2015-09-01,Витязь,Амур,50,:,0:0,2:1,0:0
50,0:1,2015-09-01,Динамо Мск,Адмирал,51,0:0,0:3,2:0,1:0
51,:,2015-09-01,Слован,Сибирь,52,:,0:0,2:2,0:1
52,:,2015-09-01,ЦСКА,Динамо Р,53,:,1:0,2:0,2:0
53,1:0,2015-09-01,Медвешчак,Металлург Нк,54,0:0,2:1,0:1,1:1
54,1:0,2015-09-02,Северсталь,Торпедо НН,55,0:0,2:1,0:2,1:0
55,:,2015-09-02,Йокерит,Динамо Мн,56,:,0:0,0:0,0:1
56,1:0,2015-09-03,Металлург Мг,Барыс,57,0:0,0:2,2:0,0:0
57,:,2015-09-03,Салават Юлаев,Авангард,58,:,0:2,2:0,0:1
58,:,2015-09-03,Локомотив,ХК Сочи,59,:,2:0,1:0,0:0
59,:,2015-09-03,Медвешчак,Динамо Р,60,1:0,0:0,1:0,0:1
60,:,2015-09-04,Металлург Нк,Спартак,61,:,1:1,0:0,1:0
61,:,2015-09-04,Автомобилист,Ак Барс,62,:,2:1,3:0,0:2
62,:,2015-09-04,Сибирь,СКА,63,:,2:1,1:0,2:1
63,:,2015-09-04,Югра,Лада,64,1:0,0:1,2:1,0:0
64,:,2015-09-04,Северсталь,Трактор,65,:,0:0,0:1,0:2
65,:,2015-09-04,Динамо Мск,Витязь,66,:,1:0,1:3,0:0
66,:,2015-09-04,ЦСКА,Нефтехимик,67,:,2:0,0:0,2:1
67,:,2015-09-05,Амур,Адмирал,68,:,2:1,0:2,0:1
68,1:0,2015-09-05,Металлург Мг,Авангард,69,0:0,0:1,1:1,1:0
69,:,2015-09-06,Металлург Нк,СКА,70,:,2:1,1:0,1:2
70,:,2015-09-06,Автомобилист,Лада,71,:,1:0,1:1,2:0
71,:,2015-09-06,Барыс,Локомотив,72,:,2:2,2:0,0:1
72,:,2015-09-06,Сибирь,Спартак,73,:,2:1,0:0,0:0
73,:,2015-09-06,Югра,Ак Барс,74,:,0:1,1:1,1:1
74,:,2015-09-06,Северсталь,Нефтехимик,75,:,0:2,1:1,0:1
75,:,2015-09-06,Слован,Медвешчак,76,:,0:1,0:0,3:1
76,:,2015-09-06,Торпедо НН,Витязь,77,:,0:0,1:0,0:0
77,:,2015-09-06,ЦСКА,Трактор,78,:,0:0,2:0,1:0
78,:,2015-09-08,Амур,СКА,79,:,0:0,0:2,0:1
79,:,2015-09-08,Адмирал,Спартак,80,:,1:1,1:0,2:0
80,:,2015-09-08,Металлург Нк,Динамо Р,81,:,1:1,0:0,0:3
81,0:1,2015-09-08,Авангард,Ак Барс,82,0:0,0:0,0:1,2:1
82,:,2015-09-08,Автомобилист,Локомотив,83,0:1,0:2,0:0,2:0
83,:,2015-09-08,Барыс,Лада,84,:,0:0,0:5,0:1
84,:,2015-09-08,Сибирь,Йокерит,85,:,0:0,0:2,0:0
85,:,2015-09-08,Югра,ХК Сочи,86,:,1:1,0:1,2:0
86,:,2015-09-08,Динамо Мн,Трактор,87,:,1:0,2:0,1:0
87,:,2015-09-08,Динамо Мск,Медвешчак,88,:,2:0,0:0,0:1
88,:,2015-09-08,Торпедо НН,Нефтехимик,89,0:1,0:0,0:1,1:0
89,:,2015-09-09,ЦСКА,Салават Юлаев,90,:,1:0,1:2,3:0
90,:,2015-09-10,Амур,Спартак,91,:,0:2,1:0,0:0
91,:,2015-09-10,Адмирал,СКА,92,:,1:0,0:3,0:2
92,:,2015-09-10,Металлург Нк,Йокерит,93,:,0:2,1:0,1:1
93,:,2015-09-10,Авангард,Лада,94,:,1:0,5:0,0:1
94,:,2015-09-10,Автомобилист,ХК Сочи,95,:,1:2,0:0,0:2
95,:,2015-09-10,Барыс,Ак Барс,96,:,1:1,1:0,1:0
96,:,2015-09-10,Сибирь,Динамо Р,97,:,1:0,1:0,2:1
97,:,2015-09-10,Югра,Локомотив,98,:,1:1,1:0,0:0
98,1:0,2015-09-10,Витязь,Медвешчак,99,0:0,0:1,2:1,1:1
99,0:1,2015-09-10,Динамо Мн,Нефтехимик,100,0:0,0:0,1:2,1:0
100,:,2015-09-10,Динамо Мск,Слован,101,:,0:1,1:1,0:0
101,:,2015-09-10,Торпедо НН,Трактор,102,:,0:0,2:0,1:0
102,:,2015-09-11,Северсталь,Салават Юлаев,103,:,1:1,0:1,0:0
103,:,2015-09-11,ЦСКА,Металлург Мг,104,:,1:0,0:2,0:1
104,:,2015-09-12,Амур,Динамо Р,105,:,3:0,0:2,0:0
105,:,2015-09-12,Адмирал,Йокерит,106,:,0:2,0:1,1:3
106,:,2015-09-12,Авангард,Локомотив,107,:,1:0,0:0,2:0
107,:,2015-09-12,Барыс,ХК Сочи,108,1:0,0:1,2:1,0:0
108,:,2015-09-12,Витязь,Слован,109,:,0:1,0:3,2:1
109,:,2015-09-13,Лада,Югра,110,:,0:0,0:2,1:0
110,:,2015-09-13,Северсталь,Металлург Мг,111,:,0:2,2:2,1:0
111,0:1,2015-09-13,Ак Барс,Салават Юлаев,112,0:0,0:2,2:0,1:1
112,:,2015-09-13,ЦСКА,Автомобилист,113,:,2:0,1:1,1:0
113,:,2015-09-14,Амур,Йокерит,114,:,2:0,0:3,0:0
114,:,2015-09-14,Адмирал,Динамо Р,115,:,0:1,1:1,1:2
115,:,2015-09-14,Авангард,ХК Сочи,116,:,3:0,1:0,1:1
116,:,2015-09-14,Трактор,Сибирь,117,0:1,0:0,1:0,0:1
117,:,2015-09-14,Нефтехимик,Металлург Нк,118,:,0:0,0:0,1:0
118,:,2015-09-14,Витязь,Торпедо НН,119,1:0,0:0,0:0,0:0
119,:,2015-09-14,Спартак,Динамо Мн,120,:,0:1,0:3,1:0
120,:,2015-09-14,Медвешчак,Слован,121,0:1,1:2,0:0,1:0
121,:,2015-09-15,Северсталь,Автомобилист,122,:,0:0,2:1,2:0
122,:,2015-09-15,Локомотив,Металлург Мг,123,:,1:0,1:0,1:0
123,:,2015-09-15,СКА,Динамо Мск,124,:,0:1,1:2,1:1
124,:,2015-09-15,ЦСКА,Югра,125,:,0:0,4:0,0:0
125,1:0,2015-09-16,Салават Юлаев,Барыс,126,0:0,0:0,0:0,1:1
126,:,2015-09-16,Трактор,Металлург Нк,127,:,1:2,1:0,0:1
127,:,2015-09-16,Лада,Торпедо НН,128,:,0:0,1:2,0:0
128,0:1,2015-09-16,Нефтехимик,Сибирь,129,0:0,1:0,0:0,0:1
129,:,2015-09-16,Ак Барс,Динамо Мн,130,:,1:1,1:1,2:3
130,:,2015-09-17,Йокерит,Динамо Мск,131,:,0:0,2:0,0:1
131,:,2015-09-17,Слован,СКА,132,0:1,0:1,0:0,1:0
132,:,2015-09-17,Динамо Р,Витязь,133,:,0:0,1:3,0:1
133,:,2015-09-17,Медвешчак,Спартак,134,:,1:1,0:3,0:3
134,:,2015-09-18,Автомобилист,Авангард,135,1:0,1:0,0:0,1:2
135,1:0,2015-09-18,Металлург Мг,Сибирь,136,0:0,0:0,2:2,0:0
136,:,2015-09-18,Салават Юлаев,Металлург Нк,137,:,1:0,2:0,1:1
137,1:0,2015-09-18,Трактор,Адмирал,138,0:0,0:1,1:0,0:0
138,:,2015-09-18,Югра,Барыс,139,:,0:0,0:0,1:0
139,:,2015-09-18,Лада,Северсталь,140,:,0:0,0:1,0:1
140,:,2015-09-18,Нефтехимик,Амур,141,:,1:2,0:0,2:0
141,:,2015-09-18,Ак Барс,ЦСКА,142,:,1:0,2:2,3:1
142,:,2015-09-18,Локомотив,Динамо Мн,143,:,1:0,2:0,1:0
143,:,2015-09-18,ХК Сочи,Торпедо НН,144,:,0:0,0:1,0:0
144,0:1,2015-09-19,Йокерит,Витязь,145,0:0,1:0,0:1,0:0
145,:,2015-09-19,Слован,Спартак,146,:,0:1,0:0,2:4
146,:,2015-09-19,Медвешчак,СКА,147,:,1:1,2:1,0:2
147,1:0,2015-09-20,Автомобилист,Барыс,148,0:0,0:1,1:0,0:0
148,:,2015-09-20,Металлург Мг,Металлург Нк,149,:,1:1,3:1,1:0
149,:,2015-09-20,Салават Юлаев,Сибирь,150,:,0:1,2:0,0:0
150,1:0,2015-09-20,Трактор,Амур,151,0:0,0:0,0:1,1:0
151,:,2015-09-20,Югра,Авангард,152,:,1:0,1:0,1:0
152,:,2015-09-20,Лада,ЦСКА,153,:,1:2,1:1,0:1
153,:,2015-09-20,Нефтехимик,Адмирал,154,:,1:1,0:2,1:0
154,:,2015-09-20,Ак Барс,Северсталь,155,:,1:0,0:1,2:0
155,:,2015-09-20,Локомотив,Торпедо НН,156,:,1:1,0:0,2:0
156,:,2015-09-20,ХК Сочи,Динамо Мн,157,:,1:0,1:1,2:0
157,:,2015-09-21,Динамо Мск,СКА,158,:,0:1,2:1,1:0
158,:,2015-09-21,Слован,Динамо Р,159,1:0,0:0,0:1,2:1
159,:,2015-09-21,Медвешчак,Витязь,160,:,1:0,0:0,2:1
160,:,2015-09-22,Барыс,Авангард,161,:,0:1,1:2,0:1
161,:,2015-09-22,Металлург Мг,Адмирал,162,:,0:0,0:1,0:1
162,:,2015-09-22,Салават Юлаев,Амур,163,:,1:1,0:1,0:2
163,:,2015-09-22,Спартак,Северсталь,164,:,0:0,1:1,1:0
164,0:1,2015-09-23,Металлург Нк,ХК Сочи,165,0:0,0:1,1:2,2:0
165,:,2015-09-23,Сибирь,Локомотив,166,:,0:0,1:0,0:0
166,:,2015-09-23,Динамо Мн,Югра,167,:,0:0,0:2,0:1
167,:,2015-09-23,Йокерит,Слован,168,:,2:0,0:0,2:1
168,:,2015-09-23,Торпедо НН,Автомобилист,169,:,1:0,1:1,0:3
169,:,2015-09-23,ЦСКА,СКА,170,:,0:1,0:1,1:0
170,:,2015-09-23,Динамо Р,Медвешчак,171,:,1:0,0:2,0:0
171,:,2015-09-24,Витязь,Нефтехимик,172,:,0:0,0:0,1:0
172,:,2015-09-24,Динамо Мск,Трактор,173,:,1:0,1:1,1:0
173,:,2015-09-25,Амур,Локомотив,174,:,0:0,0:0,0:1
174,:,2015-09-25,Адмирал,ХК Сочи,175,:,0:0,0:0,0:2
175,:,2015-09-25,Металлург Нк,Лада,176,:,0:0,1:0,1:0
176,:,2015-09-25,Авангард,Барыс,177,:,1:1,1:2,0:1
177,:,2015-09-25,Сибирь,Ак Барс,178,1:0,0:2,2:1,2:1
178,:,2015-09-25,Динамо Мн,Автомобилист,179,:,1:0,4:1,0:0
179,:,2015-09-25,СКА,Йокерит,180,:,0:0,5:2,1:1
180,:,2015-09-25,Спартак,Медвешчак,181,:,0:1,1:1,0:0
181,:,2015-09-25,Торпедо НН,Югра,182,:,4:0,1:0,1:0
182,0:1,2015-09-25,Динамо Р,Слован,183,0:0,0:1,1:0,0:0
183,:,2015-09-26,Витязь,Трактор,184,:,1:1,0:2,0:1
184,:,2015-09-26,Динамо Мск,Нефтехимик,185,:,1:0,1:0,1:0
185,:,2015-09-27,Амур,ХК Сочи,186,:,0:0,1:0,0:0
186,:,2015-09-27,Адмирал,Локомотив,187,:,0:2,0:1,0:0
187,0:1,2015-09-27,Металлург Нк,Ак Барс,188,0:0,2:1,1:2,0:0
188,1:0,2015-09-27,Сибирь,Лада,189,0:0,0:1,1:1,3:2
189,:,2015-09-27,Северсталь,Югра,190,:,1:0,1:0,1:0
190,:,2015-09-27,Спартак,Динамо Р,191,:,2:1,0:0,1:1
191,:,2015-09-27,ЦСКА,Йокерит,192,:,1:0,2:0,2:2
192,:,2015-09-28,Витязь,Металлург Мг,193,:,2:3,0:3,0:1
193,:,2015-09-28,Динамо Мск,Салават Юлаев,194,:,2:0,1:0,3:3
194,:,2015-09-28,Слован,Нефтехимик,195,:,0:0,0:1,0:2
195,:,2015-09-28,Медвешчак,Трактор,196,:,0:0,1:0,1:1
196,1:0,2015-09-29,Амур,Ак Барс,197,0:0,0:0,0:0,0:0
197,:,2015-09-29,Адмирал,Лада,198,:,0:0,1:0,0:0
198,:,2015-09-29,Металлург Нк,Локомотив,199,:,1:1,0:3,0:0
199,:,2015-09-29,Автомобилист,Динамо Мн,200,:,1:1,0:0,0:3
200,1:0,2015-09-29,Сибирь,ХК Сочи,201,0:0,1:0,0:0,1:2
201,:,2015-09-29,Югра,Торпедо НН,202,:,1:0,1:1,1:1
202,:,2015-09-29,Северсталь,Барыс,203,1:0,0:2,3:1,1:1
203,:,2015-09-29,СКА,Динамо Р,204,:,0:2,1:1,0:1
204,:,2015-09-29,ЦСКА,Авангард,205,:,0:0,1:0,1:0
205,:,2015-09-30,Витязь,Салават Юлаев,206,:,0:0,2:0,1:0
206,:,2015-09-30,Динамо Мск,Металлург Мг,207,:,1:0,0:1,1:0
207,:,2015-09-30,Слован,Трактор,208,:,1:1,0:1,0:1
208,:,2015-09-30,Медвешчак,Нефтехимик,209,1:0,2:2,0:0,0:0
209,:,2015-10-01,Амур,Лада,210,:,0:1,2:1,1:0
210,:,2015-10-01,Адмирал,Ак Барс,211,:,1:0,0:0,0:0
211,:,2015-10-01,Автомобилист,Торпедо НН,212,:,1:1,1:1,1:0
212,:,2015-10-01,Югра,Динамо Мн,213,1:0,1:0,0:1,0:0
213,:,2015-10-01,Северсталь,Авангард,214,:,2:3,1:0,0:1
214,:,2015-10-01,Йокерит,СКА,215,:,0:1,2:1,1:0
215,:,2015-10-01,ЦСКА,Барыс,216,1:0,1:2,2:0,0:1
216,1:0,2015-10-01,Динамо Р,Спартак,217,0:0,1:1,1:2,1:0
217,:,2015-10-02,Слован,Салават Юлаев,218,0:1,1:0,0:3,2:0
218,:,2015-10-02,Медвешчак,Металлург Мг,219,:,0:0,3:0,1:1
219,:,2015-10-03,Трактор,СКА,220,1:0,0:0,0:1,1:0
220,:,2015-10-03,Нефтехимик,Спартак,221,:,0:0,2:0,1:0
221,:,2015-10-03,Динамо Мн,Авангард,222,:,0:2,0:0,4:0
222,1:0,2015-10-03,Локомотив,Динамо Мск,223,0:0,1:1,1:0,0:1
223,:,2015-10-03,Торпедо НН,Барыс,224,:,0:0,1:0,1:0
224,:,2015-10-03,ХК Сочи,Витязь,225,:,3:0,1:0,1:0
225,:,2015-10-04,Адмирал,Амур,226,:,1:0,0:0,1:0
226,0:1,2015-10-04,Автомобилист,Сибирь,227,0:0,2:0,0:1,0:1
227,1:0,2015-10-04,Югра,Металлург Нк,228,0:0,0:0,1:2,1:0
228,:,2015-10-04,Йокерит,ЦСКА,229,:,0:1,1:0,0:2
229,:,2015-10-04,Слован,Металлург Мг,230,:,0:1,0:1,2:3
230,:,2015-10-04,Медвешчак,Салават Юлаев,231,:,1:0,0:1,1:2
231,:,2015-10-05,Трактор,Спартак,232,1:0,0:1,1:0,0:0
232,0:1,2015-10-05,Лада,Динамо Р,233,0:0,0:0,1:1,0:0
233,0:1,2015-10-05,Нефтехимик,СКА,234,0:0,0:1,1:0,2:2
234,:,2015-10-05,Динамо Мн,Барыс,235,:,0:1,5:1,1:0
235,:,2015-10-05,Локомотив,Витязь,236,:,1:0,1:1,1:0
236,1:0,2015-10-05,Торпедо НН,Авангард,237,0:0,1:2,0:0,1:0
237,:,2015-10-05,ХК Сочи,Динамо Мск,238,:,1:0,1:0,2:3
238,:,2015-10-06,Автомобилист,Металлург Нк,239,:,0:0,1:1,1:0
239,1:0,2015-10-06,Югра,Сибирь,240,0:0,0:0,1:1,0:0
240,:,2015-10-06,Северсталь,ЦСКА,241,:,1:1,0:0,1:0
241,:,2015-10-07,Металлург Мг,Медвешчак,242,1:0,0:0,0:1,2:1
242,:,2015-10-07,Салават Юлаев,Слован,243,:,3:1,0:1,0:0
243,:,2015-10-07,Трактор,Йокерит,244,:,1:0,4:1,0:2
244,:,2015-10-07,Лада,Витязь,245,:,0:0,1:0,0:0
245,:,2015-10-07,Нефтехимик,Динамо Р,246,:,0:0,2:1,1:0
246,:,2015-10-07,Ак Барс,Динамо Мск,247,:,1:0,1:0,1:2
247,:,2015-10-07,ХК Сочи,Спартак,248,:,1:0,1:2,0:4
248,1:0,2015-10-08,Авангард,Сибирь,249,0:0,1:1,0:1,1:0
249,:,2015-10-08,Автомобилист,Адмирал,250,:,0:0,1:2,0:1
250,:,2015-10-08,Барыс,Металлург Нк,251,:,2:0,1:2,1:0
251,:,2015-10-08,Югра,Амур,252,:,0:0,0:1,0:0
252,:,2015-10-08,Динамо Мн,Северсталь,253,:,0:1,1:1,0:1
253,:,2015-10-09,Металлург Мг,Слован,254,:,0:2,1:1,1:0
254,:,2015-10-09,Салават Юлаев,Медвешчак,255,:,0:3,2:1,0:1
255,1:0,2015-10-09,Трактор,Динамо Р,256,0:0,0:1,2:1,0:0
256,:,2015-10-09,Лада,Динамо Мск,257,:,0:2,0:1,0:2
257,:,2015-10-09,Нефтехимик,Йокерит,258,:,0:1,0:0,0:2
258,:,2015-10-09,Ак Барс,Витязь,259,:,0:2,2:2,0:0
259,:,2015-10-09,ЦСКА,Торпедо НН,260,:,0:2,0:0,1:2
260,:,2015-10-10,Авангард,Металлург Нк,261,:,0:3,1:1,0:0
261,:,2015-10-10,Автомобилист,Амур,262,:,0:0,2:0,0:0
262,:,2015-10-10,Барыс,Сибирь,263,:,3:2,0:2,0:2
263,:,2015-10-10,Югра,Адмирал,264,:,0:0,2:0,1:0
264,:,2015-10-10,СКА,Локомотив,265,:,0:2,0:1,0:0
265,:,2015-10-10,Спартак,ХК Сочи,266,:,2:0,0:2,2:1
266,:,2015-10-11,Лада,Слован,267,:,1:0,1:1,0:0
267,:,2015-10-11,Северсталь,Торпедо НН,268,0:1,0:1,1:0,0:0
268,:,2015-10-11,Ак Барс,Медвешчак,269,:,1:0,0:0,1:0
269,:,2015-10-11,ЦСКА,Динамо Мн,270,:,1:0,0:1,1:0
270,1:0,2015-10-12,Авангард,Амур,271,0:0,0:0,0:1,1:0
271,:,2015-10-12,Барыс,Адмирал,272,:,1:1,2:1,2:1
272,:,2015-10-12,Трактор,Нефтехимик,273,:,0:0,1:1,0:2
273,:,2015-10-12,Йокерит,Салават Юлаев,274,:,1:1,0:3,0:1
274,:,2015-10-12,СКА,ХК Сочи,275,:,1:1,0:0,0:1
275,:,2015-10-12,Спартак,Локомотив,276,:,0:1,0:1,0:0
276,:,2015-10-12,Динамо Р,Металлург Мг,277,:,0:0,0:1,1:1
277,:,2015-10-13,Лада,Медвешчак,278,:,1:1,0:0,4:1
278,:,2015-10-13,Ак Барс,Слован,279,:,0:0,0:1,0:0
279,:,2015-10-13,Витязь,Югра,280,:,0:0,1:0,0:0
280,:,2015-10-13,Динамо Мск,Автомобилист,281,1:0,1:0,0:1,1:1
281,:,2015-10-13,Торпедо НН,Динамо Мн,282,:,1:0,0:0,1:1
282,1:0,2015-10-14,Авангард,Адмирал,283,0:0,1:1,2:2,2:2
283,:,2015-10-14,Барыс,Амур,284,:,1:2,1:0,0:1
284,:,2015-10-14,Йокерит,Металлург Мг,285,:,0:0,3:0,1:2
285,:,2015-10-14,Локомотив,Трактор,286,:,0:0,2:0,1:0
286,:,2015-10-14,Спартак,СКА,287,:,0:0,1:1,0:2
287,1:0,2015-10-14,ХК Сочи,Нефтехимик,288,0:0,1:1,0:0,0:0
288,:,2015-10-14,Динамо Р,Салават Юлаев,289,:,2:1,1:1,0:3
289,:,2015-10-15,Металлург Нк,ЦСКА,290,:,0:0,0:1,0:0
290,:,2015-10-15,Сибирь,Северсталь,291,:,2:1,1:0,0:1
291,0:1,2015-10-15,Витязь,Автомобилист,292,0:0,0:0,0:1,1:0
292,:,2015-10-15,Динамо Мск,Югра,293,:,0:0,2:0,0:0
293,:,2015-10-16,Металлург Мг,Салават Юлаев,294,:,0:2,2:3,2:1
294,:,2015-10-16,Локомотив,Нефтехимик,295,:,1:0,3:1,0:1
295,:,2015-10-16,СКА,Ак Барс,296,:,1:1,0:1,0:1
296,0:1,2015-10-16,ХК Сочи,Трактор,297,0:0,0:0,2:2,0:0
297,:,2015-10-17,Амур,ЦСКА,298,:,1:0,1:1,1:1
298,:,2015-10-17,Адмирал,Северсталь,299,:,0:3,0:0,1:1
299,:,2015-10-17,Металлург Нк,Торпедо НН,300,0:1,2:1,1:1,0:1
300,:,2015-10-17,Сибирь,Динамо Мн,301,0:1,1:0,0:1,1:1
301,1:0,2015-10-17,Витязь,Барыс,302,0:0,0:0,3:3,0:0
302,:,2015-10-17,Динамо Мск,Авангард,303,1:0,0:0,1:1,0:0
303,:,2015-10-17,Слован,Югра,304,:,3:0,3:0,0:0
304,:,2015-10-17,Медвешчак,Автомобилист,305,0:1,0:0,1:1,1:1
305,:,2015-10-18,Металлург Мг,Трактор,306,1:0,0:0,1:2,2:1
306,:,2015-10-18,Локомотив,Йокерит,307,:,0:0,1:1,2:0
307,:,2015-10-18,СКА,Лада,308,:,1:0,0:1,1:0
308,:,2015-10-18,Спартак,Ак Барс,309,:,0:1,1:1,2:0
309,:,2015-10-19,Амур,Северсталь,310,:,1:0,1:1,0:2
310,:,2015-10-19,Адмирал,ЦСКА,311,:,0:0,0:0,0:2
311,0:1,2015-10-19,Металлург Нк,Динамо Мн,312,0:0,1:0,1:2,1:1
312,:,2015-10-19,Сибирь,Торпедо НН,313,:,1:0,2:0,1:1
313,:,2015-10-19,Витязь,Авангард,314,:,1:0,1:1,1:0
314,:,2015-10-19,Динамо Мск,Барыс,315,:,1:0,0:0,0:2
315,1:0,2015-10-19,Слован,Автомобилист,316,0:0,0:0,1:1,2:2
316,0:1,2015-10-19,Медвешчак,Югра,317,0:0,3:3,2:2,1:1
317,:,2015-10-20,Салават Юлаев,Ак Барс,318,:,1:1,1:0,0:0
318,0:1,2015-10-20,Нефтехимик,Лада,319,0:0,0:1,1:0,0:0
319,:,2015-10-20,Локомотив,Динамо Р,320,:,0:0,2:0,1:1
320,:,2015-10-20,ХК Сочи,Йокерит,321,:,1:0,2:0,0:0
321,:,2015-10-21,Амур,Динамо Мн,322,:,1:0,2:0,1:2
322,:,2015-10-21,Адмирал,Торпедо НН,323,:,0:2,2:4,1:2
323,:,2015-10-21,Металлург Нк,Северсталь,324,0:1,0:1,2:1,2:2
324,0:1,2015-10-21,Сибирь,ЦСКА,325,0:0,0:0,0:0,0:0
325,:,2015-10-21,Слован,Барыс,326,:,3:1,0:2,2:0
326,:,2015-10-21,Медвешчак,Авангард,327,:,0:1,0:0,0:0
327,:,2015-10-22,Автомобилист,СКА,328,:,2:2,1:0,1:0
328,:,2015-10-22,Металлург Мг,Йокерит,329,:,1:0,0:2,1:1
329,:,2015-10-22,Салават Юлаев,Динамо Р,330,:,0:0,1:0,2:1
330,:,2015-10-22,Югра,Спартак,331,:,0:2,1:1,1:2
331,:,2015-10-23,Амур,Торпедо НН,332,:,1:1,0:0,0:2
332,:,2015-10-23,Адмирал,Динамо Мн,333,:,0:1,2:1,3:0
333,:,2015-10-23,Лада,Нефтехимик,334,:,0:0,1:1,2:1
334,:,2015-10-23,Ак Барс,Трактор,335,:,2:0,2:0,1:1
335,:,2015-10-23,Витязь,ХК Сочи,336,:,1:0,1:1,1:0
336,:,2015-10-23,Динамо Мск,Локомотив,337,:,1:0,0:4,1:0
337,:,2015-10-23,Слован,Авангард,338,:,0:1,0:2,0:0
338,:,2015-10-23,Медвешчак,Барыс,339,:,1:0,1:0,1:0
339,:,2015-10-24,Металлург Мг,Динамо Р,340,:,0:1,1:1,0:1
340,:,2015-10-24,Салават Юлаев,Йокерит,341,:,2:0,0:0,2:0
341,:,2015-10-24,Югра,СКА,342,:,1:2,0:1,1:1
342,:,2015-10-24,Автомобилист,Спартак,343,0:1,0:0,0:1,2:1
343,:,2015-10-25,Лада,Трактор,344,:,2:0,0:2,2:0
344,1:0,2015-10-25,Ак Барс,Нефтехимик,345,0:0,0:0,1:1,0:0
