,Буллиты,Дата,Команда_1,Команда_2,Номер,Овертайм,Период_1,Период_2,Период_3
688,:,2017-01-09,Локомотив,Динамо Р,688,:,0:1,1:0,2:0
689,:,2017-01-09,Медвешчак,Северсталь,689,:,0:0,1:1,1:0
690,:,2017-01-10,Куньлунь РС,Витязь,690,:,0:2,1:0,0:0
691,0:1,2017-01-10,Трактор,Торпедо НН,691,0:0,0:0,0:2,2:0
692,:,2017-01-10,Салават Юлаев,Спартак,692,:,0:2,4:0,1:1
693,:,2017-01-11,Металлург Мг,ХК Сочи,693,:,1:0,1:3,1:2
694,:,2017-01-11,Северсталь,Сибирь,694,:,0:1,3:1,1:1
695,:,2017-01-11,Слован,Автомобилист,695,1:0,0:1,0:1,2:0
696,:,2017-01-11,ЦСКА,Металлург Нк,696,:,1:0,0:0,1:0
697,:,2017-01-11,СКА,Авангард,697,:,2:1,2:2,1:0
698,:,2017-01-11,Медвешчак,Барыс,698,:,0:0,1:2,3:3
699,:,2017-01-12,Амур,Динамо Мн,699,:,0:0,0:0,1:0
700,:,2017-01-12,Адмирал,Динамо Р,700,:,0:1,1:1,0:1
701,:,2017-01-12,Куньлунь РС,Йокерит,701,:,0:1,2:1,4:1
702,:,2017-01-12,Салават Юлаев,Торпедо НН,702,:,1:2,0:2,0:2
703,:,2017-01-12,Локомотив,Ак Барс,703,:,1:1,1:0,0:0
704,:,2017-01-12,ОХК Динамо М,Нефтехимик,704,:,2:0,1:0,1:0
705,0:1,2017-01-13,Трактор,ХК Сочи,705,0:0,1:1,0:0,0:0
706,:,2017-01-13,Металлург Мг,Спартак,706,:,0:2,2:1,4:0
707,:,2017-01-13,Северсталь,Авангард,707,:,0:0,0:1,0:1
708,:,2017-01-13,Слован,Барыс,708,:,0:0,3:0,1:1
709,:,2017-01-13,ЦСКА,Сибирь,709,:,1:0,0:0,1:1
710,:,2017-01-13,СКА,Металлург Нк,710,:,4:0,2:0,3:1
711,:,2017-01-13,Медвешчак,Автомобилист,711,:,0:1,0:0,0:1
712,:,2017-01-14,Амур,Динамо Р,712,:,0:0,3:0,2:0
713,:,2017-01-14,Адмирал,Йокерит,713,1:0,2:1,2:1,0:2
714,0:1,2017-01-14,Куньлунь РС,Динамо Мн,714,0:0,2:1,0:1,0:0
715,:,2017-01-14,Локомотив,Нефтехимик,715,:,0:1,1:0,2:0
716,:,2017-01-14,Витязь,Ак Барс,716,:,2:1,1:0,0:1
717,:,2017-01-14,ОХК Динамо М,Лада,717,:,2:0,0:0,3:0
718,:,2017-01-15,Трактор,Спартак,718,:,1:0,2:1,0:1
719,:,2017-01-15,Металлург Мг,Торпедо НН,719,1:0,1:1,1:1,0:0
720,:,2017-01-15,Северсталь,Металлург Нк,720,:,0:0,1:0,2:0
721,:,2017-01-15,СКА,Сибирь,721,:,1:0,2:2,3:0
722,:,2017-01-15,Слован,Югра,722,:,1:0,1:0,1:2
723,:,2017-01-16,Амур,Йокерит,723,:,0:0,1:2,2:0
724,:,2017-01-16,Адмирал,Динамо Мн,724,:,1:3,1:2,1:0
725,0:1,2017-01-16,Куньлунь РС,Динамо Р,725,0:0,0:3,0:0,3:0
726,:,2017-01-16,Барыс,Салават Юлаев,726,1:0,0:1,3:2,0:0
727,:,2017-01-16,Локомотив,Лада,727,:,2:2,1:0,1:0
728,:,2017-01-16,ОХК Динамо М,Ак Барс,729,:,0:1,0:0,1:1
729,:,2017-01-17,Трактор,Автомобилист,730,0:1,0:0,0:0,0:0
730,:,2017-01-17,Спартак,Слован,731,:,0:1,0:2,0:0
731,:,2017-01-17,Медвешчак,Югра,732,:,2:0,1:0,1:1
732,:,2017-01-18,Металлург Нк,Барыс,733,:,1:0,0:1,1:3
733,:,2017-01-18,Металлург Мг,Авангард,734,:,1:1,1:1,1:3
734,:,2017-01-18,Витязь,Лада,735,:,0:0,1:1,3:0
735,:,2017-01-18,Ак Барс,Салават Юлаев,736,1:0,2:1,2:4,1:0
736,:,2017-01-18,ОХК Динамо М,ЦСКА,737,:,0:0,1:0,0:0
737,:,2017-01-19,Амур,Адмирал,738,:,0:1,0:0,0:1
738,:,2017-01-19,Трактор,Куньлунь РС,739,:,0:1,0:1,1:1
739,:,2017-01-19,Металлург Мг,Авангард,740,:,1:0,1:1,2:1
740,:,2017-01-19,Автомобилист,Югра,741,:,0:0,0:1,0:1
741,:,2017-01-19,Северсталь,Медвешчак,742,:,0:1,0:0,0:2
742,:,2017-01-19,Нефтехимик,Слован,743,:,1:1,0:2,1:0
743,:,2017-01-19,Торпедо НН,Локомотив,744,:,0:1,1:0,0:2
744,:,2017-01-19,Динамо Мн,Динамо Р,745,:,0:1,0:0,1:2
745,:,2017-01-19,ХК Сочи,Спартак,746,:,1:1,2:0,1:0
746,:,2017-01-19,СКА,Йокерит,747,:,2:0,1:3,0:2
747,0:1,2017-01-23,Лада,Металлург Нк,748,0:0,0:1,1:0,0:0
748,:,2017-01-23,Нефтехимик,Сибирь,749,:,0:1,0:1,0:1
749,1:0,2017-01-23,Витязь,Салават Юлаев,750,0:0,0:1,1:2,2:0
750,:,2017-01-23,Торпедо НН,Северсталь,751,:,0:1,1:1,0:1
751,:,2017-01-23,ОХК Динамо М,Трактор,752,:,3:0,2:1,1:1
752,:,2017-01-23,ХК Сочи,СКА,753,:,0:0,0:2,0:2
753,:,2017-01-23,Локомотив,Металлург Мг,754,:,0:0,1:3,0:1
754,:,2017-01-23,Спартак,ЦСКА,755,:,0:1,0:4,1:1
755,:,2017-01-24,Амур,Слован,756,:,0:1,0:0,1:1
756,:,2017-01-24,Адмирал,Медвешчак,757,:,1:0,3:1,0:0
757,:,2017-01-24,Динамо Мн,Автомобилист,758,1:0,2:1,2:2,0:1
758,:,2017-01-24,Йокерит,Барыс,759,0:1,2:1,1:0,0:2
759,1:0,2017-01-24,Динамо Р,Югра,760,0:0,0:0,0:0,1:1
760,:,2017-01-25,Лада,Авангард,761,:,1:0,2:1,0:0
761,1:0,2017-01-25,Нефтехимик,Металлург Нк,762,0:0,1:0,1:2,0:0
762,:,2017-01-25,Локомотив,Трактор,763,:,0:3,1:0,0:0
763,:,2017-01-25,Спартак,СКА,764,:,0:0,1:1,0:1
764,:,2017-01-25,Витязь,Металлург Мг,765,:,0:0,2:2,1:0
765,:,2017-01-25,Торпедо НН,ЦСКА,766,:,0:1,0:0,1:2
766,:,2017-01-25,Ак Барс,Сибирь,767,0:1,0:0,1:0,0:1
767,:,2017-01-25,ОХК Динамо М,Салават Юлаев,768,:,3:2,1:0,2:0
768,:,2017-01-25,ХК Сочи,Северсталь,769,:,1:1,0:0,1:0
769,:,2017-01-26,Амур,Медвешчак,770,:,1:0,1:1,2:1
770,:,2017-01-26,Куньлунь РС,Слован,771,:,1:0,0:0,1:0
771,:,2017-01-26,Динамо Мн,Югра,772,:,1:0,0:1,3:0
772,:,2017-01-26,Йокерит,Автомобилист,773,:,0:1,1:2,1:3
773,:,2017-01-26,Динамо Р,Барыс,774,:,0:1,1:1,1:1
774,:,2017-01-27,Лада,Сибирь,775,:,0:0,1:2,0:1
775,:,2017-01-27,Нефтехимик,Авангард,776,:,3:0,1:0,0:0
776,:,2017-01-27,ОХК Динамо М,Металлург Мг,777,:,1:1,0:0,0:1
777,:,2017-01-27,ХК Сочи,ЦСКА,778,:,0:1,0:0,0:1
778,:,2017-01-27,Локомотив,Салават Юлаев,779,:,1:1,2:1,2:1
779,:,2017-01-27,Спартак,Северсталь,780,1:0,1:0,0:1,1:1
780,:,2017-01-27,Витязь,Трактор,781,:,0:0,1:0,2:1
781,:,2017-01-27,Торпедо НН,СКА,782,:,0:1,1:1,3:0
782,:,2017-01-27,Ак Барс,Металлург Нк,783,:,1:0,3:0,2:1
783,:,2017-01-28,Адмирал,Слован,784,:,2:0,0:1,0:0
784,:,2017-01-28,Куньлунь РС,Медвешчак,785,:,3:0,0:0,2:0
785,:,2017-01-28,Динамо Мн,Барыс,786,:,1:0,1:1,0:0
786,:,2017-01-28,Йокерит,Югра,787,:,1:1,3:2,2:2
787,:,2017-01-28,Динамо Р,Автомобилист,788,1:0,2:0,0:1,1:2
788,:,2017-01-29,Северсталь,Салават Юлаев,789,1:0,0:1,2:0,0:1
789,:,2017-01-29,ЦСКА,Металлург Мг,790,1:0,0:0,1:2,2:1
790,:,2017-01-29,СКА,Трактор,791,:,2:0,1:0,2:3
791,:,2017-01-30,Йокерит,Динамо Мн,792,:,0:2,0:0,0:1
792,:,2017-01-30,Торпедо НН,Спартак,793,:,1:1,1:0,3:0
793,:,2017-01-31,Сибирь,Куньлунь РС,794,:,0:0,1:0,0:0
794,1:0,2017-01-31,Металлург Нк,Адмирал,795,0:0,1:1,0:1,1:0
795,:,2017-01-31,Авангард,Амур,796,:,0:2,0:0,2:2
796,:,2017-01-31,Нефтехимик,Ак Барс,797,:,1:1,6:1,1:0
797,1:0,2017-01-31,Слован,Локомотив,798,0:0,1:0,1:0,0:2
798,:,2017-01-31,Медвешчак,ОХК Динамо М,799,:,1:2,0:1,2:3
799,:,2017-02-01,Салават Юлаев,СКА,800,:,0:0,0:2,1:1
800,:,2017-02-01,Автомобилист,Динамо Мн,801,:,0:0,1:2,1:1
801,:,2017-02-01,Барыс,Йокерит,802,:,0:0,0:0,0:2
802,:,2017-02-01,Трактор,ЦСКА,803,:,0:0,1:2,3:1
803,:,2017-02-01,Металлург Мг,Северсталь,804,:,2:0,4:3,0:1
804,:,2017-02-01,Югра,Динамо Р,805,:,0:0,2:1,0:0
805,0:1,2017-02-01,Торпедо НН,ХК Сочи,806,0:0,1:0,0:1,0:0
806,:,2017-02-02,Сибирь,Адмирал,807,:,1:0,2:1,2:0
807,:,2017-02-02,Металлург Нк,Амур,808,:,0:0,0:0,0:1
808,:,2017-02-02,Авангард,Куньлунь РС,809,:,0:0,2:1,1:0
809,:,2017-02-02,Лада,Ак Барс,810,:,3:0,0:0,1:0
810,:,2017-02-02,Слован,ОХК Динамо М,811,:,0:2,1:0,0:0
811,:,2017-02-02,Медвешчак,Локомотив,812,:,0:4,2:2,2:1
812,:,2017-02-03,Трактор,Северсталь,813,:,1:0,0:0,0:0
813,1:0,2017-02-03,Металлург Мг,СКА,814,0:0,1:1,0:2,3:1
814,:,2017-02-03,Салават Юлаев,ЦСКА,815,:,1:3,0:1,0:1
815,:,2017-02-03,Автомобилист,Динамо Р,816,:,0:0,2:1,2:1
816,:,2017-02-03,Барыс,Динамо Мн,817,:,1:1,2:0,2:0
817,:,2017-02-03,Югра,Йокерит,818,:,1:2,0:0,1:1
818,:,2017-02-03,Слован,Витязь,819,:,1:1,0:2,0:3
819,:,2017-02-03,Спартак,ХК Сочи,820,:,0:1,1:1,0:1
820,:,2017-02-04,Сибирь,Амур,821,:,1:2,0:0,0:1
821,:,2017-02-04,Металлург Нк,Куньлунь РС,822,:,1:0,0:3,1:1
822,:,2017-02-04,Авангард,Адмирал,823,:,0:1,1:1,0:1
823,:,2017-02-04,Нефтехимик,Лада,824,:,2:0,1:1,0:1
824,:,2017-02-05,Автомобилист,Йокерит,825,:,0:1,1:1,0:1
825,:,2017-02-05,Барыс,Динамо Р,826,:,1:0,0:0,0:0
826,0:1,2017-02-05,Югра,Динамо Мн,827,0:0,1:0,0:1,1:1
827,:,2017-02-05,Медвешчак,Витязь,828,:,0:2,2:1,1:2
828,:,2017-02-06,ХК Сочи,Торпедо НН,829,:,1:1,2:1,1:0
829,1:0,2017-02-07,Динамо Мн,Витязь,830,0:0,2:0,1:2,0:1
830,:,2017-02-13,Локомотив,Адмирал,831,:,1:0,2:0,3:1
831,:,2017-02-14,Салават Юлаев,Ак Барс,832,:,3:1,0:0,0:0
832,:,2017-02-14,Автомобилист,Металлург Нк,833,:,1:1,2:0,4:1
833,:,2017-02-14,Барыс,Сибирь,834,1:0,1:1,0:0,0:0
834,:,2017-02-14,Югра,Авангард,835,0:1,1:1,1:1,0:0
835,:,2017-02-14,Северсталь,Торпедо НН,836,0:1,0:0,1:2,1:0
836,:,2017-02-14,Динамо Мн,Лада,837,:,2:2,4:1,2:0
837,:,2017-02-14,ОХК Динамо М,Амур,838,:,0:1,1:1,2:0
838,:,2017-02-14,Йокерит,Нефтехимик,839,1:0,1:1,1:0,0:1
839,:,2017-02-14,ЦСКА,ХК Сочи,840,:,1:0,3:2,0:1
840,:,2017-02-14,Витязь,Куньлунь РС,841,:,1:1,1:1,3:1
841,:,2017-02-14,СКА,Спартак,842,:,1:2,0:2,1:0
842,:,2017-02-14,Медвешчак,Слован,858,0:1,1:2,1:1,2:1
843,:,2017-02-15,Слован,Медвешчак,844,:,3:0,1:1,3:4
844,:,2017-02-15,Трактор,Металлург Мг,857,:,0:0,0:1,2:0
845,0:1,2017-02-16,Автомобилист,Авангард,845,0:0,2:0,0:1,0:1
846,:,2017-02-16,Барыс,Металлург Нк,846,0:1,0:0,2:0,0:2
847,:,2017-02-16,Югра,Сибирь,847,1:0,1:1,1:0,0:1
848,:,2017-02-16,Северсталь,Спартак,848,1:0,1:1,0:0,0:0
849,:,2017-02-16,ЦСКА,Торпедо НН,849,:,3:1,1:1,0:0
850,0:1,2017-02-16,Витязь,Амур,850,0:0,0:0,2:0,0:2
851,:,2017-02-16,СКА,ХК Сочи,851,:,3:1,2:0,1:1
852,1:0,2017-02-16,Динамо Мн,Нефтехимик,852,0:0,1:0,0:0,0:1
853,:,2017-02-16,ОХК Динамо М,Адмирал,853,1:0,0:0,0:1,1:0
854,:,2017-02-16,Локомотив,Куньлунь РС,854,:,2:1,2:0,0:1
855,:,2017-02-16,Йокерит,Ак Барс,855,:,2:1,1:1,1:3
856,:,2017-02-16,Динамо Р,Лада,856,1:0,0:1,0:0,1:0
857,1:0,2017-02-17,Металлург Мг,Трактор,843,0:0,0:0,0:0,0:0
858,:,2017-02-18,Салават Юлаев,Лада,859,:,0:1,2:1,2:0
859,0:1,2017-02-18,Автомобилист,Сибирь,860,0:0,0:0,0:1,1:0
860,:,2017-02-18,Барыс,Авангард,861,:,0:1,0:2,1:0
861,:,2017-02-18,Югра,Металлург Нк,862,:,0:1,0:3,1:0
862,:,2017-02-18,Северсталь,ХК Сочи,863,:,0:1,1:0,2:1
863,:,2017-02-18,Динамо Мн,Ак Барс,864,:,0:1,1:0,2:3
864,:,2017-02-18,Локомотив,Амур,865,:,0:1,2:1,1:3
865,:,2017-02-18,ОХК Динамо М,Куньлунь РС,866,:,0:0,1:1,1:0
866,:,2017-02-18,ЦСКА,Спартак,867,:,5:1,1:0,0:0
867,:,2017-02-18,Витязь,Адмирал,868,:,0:0,1:1,0:2
868,:,2017-02-18,СКА,Торпедо НН,869,:,1:0,2:1,1:1
869,1:0,2017-02-18,Динамо Р,Нефтехимик,870,0:0,2:1,0:1,0:0
